# seed=(1, 2) mean=(5, 20) standard_deviation=(1, 15) number_of_processes=1000
------------------------------------------------------------
Average waiting time : 2247.196
Average turn around time : 2251.731
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 5 | Arrival Time 0 | Turn Around Time 5
Process 302 | Waiting Time 1361 | Burst Time 5 | Arrival Time 12 | Turn Around Time 1366
Process 303 | Waiting Time 1366 | Burst Time 5 | Arrival Time 12 | Turn Around Time 1371
Process 304 | Waiting Time 1371 | Burst Time 4 | Arrival Time 12 | Turn Around Time 1375
Process 305 | Waiting Time 1375 | Burst Time 3 | Arrival Time 12 | Turn Around Time 1378
Process 306 | Waiting Time 1378 | Burst Time 4 | Arrival Time 12 | Turn Around Time 1382
Process 307 | Waiting Time 1382 | Burst Time 4 | Arrival Time 12 | Turn Around Time 1386
Process 308 | Waiting Time 1386 | Burst Time 4 | Arrival Time 12 | Turn Around Time 1390
Process 309 | Waiting Time 1390 | Burst Time 6 | Arrival Time 12 | Turn Around Time 1396
Process 310 | Waiting Time 1396 | Burst Time 3 | Arrival Time 12 | Turn Around Time 1399
Process 311 | Waiting Time 1399 | Burst Time 6 | Arrival Time 12 | Turn Around Time 1405
Process 312 | Waiting Time 1405 | Burst Time 6 | Arrival Time 12 | Turn Around Time 1411
Process 313 | Waiting Time 1411 | Burst Time 5 | Arrival Time 12 | Turn Around Time 1416
Process 314 | Waiting Time 1416 | Burst Time 4 | Arrival Time 12 | Turn Around Time 1420
Process 315 | Waiting Time 1420 | Burst Time 4 | Arrival Time 12 | Turn Around Time 1424
Process 316 | Waiting Time 1424 | Burst Time 4 | Arrival Time 12 | Turn Around Time 1428
Process 317 | Waiting Time 1428 | Burst Time 4 | Arrival Time 12 | Turn Around Time 1432
Process 318 | Waiting Time 1431 | Burst Time 6 | Arrival Time 13 | Turn Around Time 1437
Process 319 | Waiting Time 1437 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1441
Process 320 | Waiting Time 1441 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1446
Process 321 | Waiting Time 1446 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1451
Process 322 | Waiting Time 1451 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1456
Process 323 | Waiting Time 1456 | Burst Time 3 | Arrival Time 13 | Turn Around Time 1459
Process 324 | Waiting Time 1459 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1464
Process 325 | Waiting Time 1464 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1469
Process 326 | Waiting Time 1469 | Burst Time 3 | Arrival Time 13 | Turn Around Time 1472
Process 327 | Waiting Time 1472 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1476
Process 328 | Waiting Time 1476 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1480
Process 329 | Waiting Time 1480 | Burst Time 6 | Arrival Time 13 | Turn Around Time 1486
Process 330 | Waiting Time 1486 | Burst Time 7 | Arrival Time 13 | Turn Around Time 1493
Process 331 | Waiting Time 1493 | Burst Time 3 | Arrival Time 13 | Turn Around Time 1496
Process 332 | Waiting Time 1496 | Burst Time 6 | Arrival Time 13 | Turn Around Time 1502
Process 333 | Waiting Time 1502 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1506
Process 334 | Waiting Time 1506 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1510
Process 335 | Waiting Time 1510 | Burst Time 6 | Arrival Time 13 | Turn Around Time 1516
Process 336 | Waiting Time 1516 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1520
Process 337 | Waiting Time 1520 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1525
Process 338 | Waiting Time 1525 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1530
Process 339 | Waiting Time 1530 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1535
Process 340 | Waiting Time 1535 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1540
Process 341 | Waiting Time 1540 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1544
Process 342 | Waiting Time 1544 | Burst Time 5 | Arrival Time 13 | Turn Around Time 1549
Process 343 | Waiting Time 1549 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1553
Process 344 | Waiting Time 1553 | Burst Time 3 | Arrival Time 13 | Turn Around Time 1556
Process 345 | Waiting Time 1556 | Burst Time 4 | Arrival Time 13 | Turn Around Time 1560
Process 346 | Waiting Time 1559 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1564
Process 347 | Waiting Time 1564 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1568
Process 348 | Waiting Time 1568 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1572
Process 349 | Waiting Time 1572 | Burst Time 3 | Arrival Time 14 | Turn Around Time 1575
Process 350 | Waiting Time 1575 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1580
Process 351 | Waiting Time 1580 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1585
Process 352 | Waiting Time 1585 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1590
Process 353 | Waiting Time 1590 | Burst Time 3 | Arrival Time 14 | Turn Around Time 1593
Process 354 | Waiting Time 1593 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1597
Process 355 | Waiting Time 1597 | Burst Time 6 | Arrival Time 14 | Turn Around Time 1603
Process 356 | Waiting Time 1603 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1608
Process 357 | Waiting Time 1608 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1612
Process 358 | Waiting Time 1612 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1616
Process 359 | Waiting Time 1616 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1620
Process 360 | Waiting Time 1620 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1624
Process 361 | Waiting Time 1624 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1628
Process 362 | Waiting Time 1628 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1633
Process 363 | Waiting Time 1633 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1637
Process 364 | Waiting Time 1637 | Burst Time 3 | Arrival Time 14 | Turn Around Time 1640
Process 365 | Waiting Time 1640 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1644
Process 366 | Waiting Time 1644 | Burst Time 6 | Arrival Time 14 | Turn Around Time 1650
Process 367 | Waiting Time 1650 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1655
Process 368 | Waiting Time 1655 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1660
Process 369 | Waiting Time 1660 | Burst Time 7 | Arrival Time 14 | Turn Around Time 1667
Process 370 | Waiting Time 1667 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1671
Process 371 | Waiting Time 1671 | Burst Time 5 | Arrival Time 14 | Turn Around Time 1676
Process 372 | Waiting Time 1676 | Burst Time 4 | Arrival Time 14 | Turn Around Time 1680
Process 373 | Waiting Time 1679 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1683
Process 374 | Waiting Time 1683 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1687
Process 375 | Waiting Time 1687 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1692
Process 376 | Waiting Time 1692 | Burst Time 3 | Arrival Time 15 | Turn Around Time 1695
Process 377 | Waiting Time 1695 | Burst Time 3 | Arrival Time 15 | Turn Around Time 1698
Process 378 | Waiting Time 1698 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1703
Process 379 | Waiting Time 1703 | Burst Time 6 | Arrival Time 15 | Turn Around Time 1709
Process 380 | Waiting Time 1709 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1713
Process 381 | Waiting Time 1713 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1717
Process 382 | Waiting Time 1717 | Burst Time 6 | Arrival Time 15 | Turn Around Time 1723
Process 383 | Waiting Time 1723 | Burst Time 6 | Arrival Time 15 | Turn Around Time 1729
Process 384 | Waiting Time 1729 | Burst Time 6 | Arrival Time 15 | Turn Around Time 1735
Process 385 | Waiting Time 1735 | Burst Time 3 | Arrival Time 15 | Turn Around Time 1738
Process 386 | Waiting Time 1738 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1742
Process 387 | Waiting Time 1742 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1747
Process 388 | Waiting Time 1747 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1751
Process 389 | Waiting Time 1751 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1755
Process 390 | Waiting Time 1755 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1760
Process 391 | Waiting Time 1760 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1765
Process 392 | Waiting Time 1765 | Burst Time 3 | Arrival Time 15 | Turn Around Time 1768
Process 393 | Waiting Time 1768 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1772
Process 394 | Waiting Time 1772 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1777
Process 395 | Waiting Time 1777 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1782
Process 396 | Waiting Time 1782 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1786
Process 397 | Waiting Time 1786 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1790
Process 398 | Waiting Time 1790 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1794
Process 399 | Waiting Time 1794 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1799
Process 400 | Waiting Time 1799 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1803
Process 401 | Waiting Time 1803 | Burst Time 6 | Arrival Time 15 | Turn Around Time 1809
Process 402 | Waiting Time 1809 | Burst Time 4 | Arrival Time 15 | Turn Around Time 1813
Process 403 | Waiting Time 1813 | Burst Time 5 | Arrival Time 15 | Turn Around Time 1818
Process 404 | Waiting Time 1817 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1821
Process 405 | Waiting Time 1821 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1825
Process 406 | Waiting Time 1825 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1830
Process 407 | Waiting Time 1830 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1834
Process 408 | Waiting Time 1834 | Burst Time 6 | Arrival Time 16 | Turn Around Time 1840
Process 409 | Waiting Time 1840 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1845
Process 410 | Waiting Time 1845 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1849
Process 411 | Waiting Time 1849 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1854
Process 412 | Waiting Time 1854 | Burst Time 3 | Arrival Time 16 | Turn Around Time 1857
Process 413 | Waiting Time 1857 | Burst Time 3 | Arrival Time 16 | Turn Around Time 1860
Process 414 | Waiting Time 1860 | Burst Time 2 | Arrival Time 16 | Turn Around Time 1862
Process 415 | Waiting Time 1862 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1866
Process 416 | Waiting Time 1866 | Burst Time 6 | Arrival Time 16 | Turn Around Time 1872
Process 417 | Waiting Time 1872 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1876
Process 418 | Waiting Time 1876 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1880
Process 419 | Waiting Time 1880 | Burst Time 6 | Arrival Time 16 | Turn Around Time 1886
Process 420 | Waiting Time 1886 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1891
Process 421 | Waiting Time 1891 | Burst Time 3 | Arrival Time 16 | Turn Around Time 1894
Process 422 | Waiting Time 1894 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1899
Process 423 | Waiting Time 1899 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1904
Process 424 | Waiting Time 1904 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1909
Process 425 | Waiting Time 1909 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1914
Process 426 | Waiting Time 1914 | Burst Time 3 | Arrival Time 16 | Turn Around Time 1917
Process 427 | Waiting Time 1917 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1922
Process 428 | Waiting Time 1922 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1927
Process 429 | Waiting Time 1927 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1931
Process 430 | Waiting Time 1931 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1936
Process 431 | Waiting Time 1936 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1940
Process 432 | Waiting Time 1940 | Burst Time 6 | Arrival Time 16 | Turn Around Time 1946
Process 433 | Waiting Time 1946 | Burst Time 3 | Arrival Time 16 | Turn Around Time 1949
Process 434 | Waiting Time 1949 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1953
Process 435 | Waiting Time 1953 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1958
Process 436 | Waiting Time 1958 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1962
Process 437 | Waiting Time 1962 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1967
Process 438 | Waiting Time 1967 | Burst Time 5 | Arrival Time 16 | Turn Around Time 1972
Process 439 | Waiting Time 1972 | Burst Time 6 | Arrival Time 16 | Turn Around Time 1978
Process 440 | Waiting Time 1978 | Burst Time 6 | Arrival Time 16 | Turn Around Time 1984
Process 441 | Waiting Time 1984 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1988
Process 442 | Waiting Time 1988 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1992
Process 443 | Waiting Time 1992 | Burst Time 4 | Arrival Time 16 | Turn Around Time 1996
Process 444 | Waiting Time 1995 | Burst Time 6 | Arrival Time 17 | Turn Around Time 2001
Process 445 | Waiting Time 2001 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2006
Process 446 | Waiting Time 2006 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2010
Process 447 | Waiting Time 2010 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2015
Process 448 | Waiting Time 2015 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2019
Process 449 | Waiting Time 2019 | Burst Time 3 | Arrival Time 17 | Turn Around Time 2022
Process 450 | Waiting Time 2022 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2026
Process 451 | Waiting Time 2026 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2031
Process 452 | Waiting Time 2031 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2036
Process 453 | Waiting Time 2036 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2041
Process 454 | Waiting Time 2041 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2045
Process 455 | Waiting Time 2045 | Burst Time 3 | Arrival Time 17 | Turn Around Time 2048
Process 456 | Waiting Time 2048 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2052
Process 457 | Waiting Time 2052 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2056
Process 458 | Waiting Time 2056 | Burst Time 7 | Arrival Time 17 | Turn Around Time 2063
Process 459 | Waiting Time 2063 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2068
Process 460 | Waiting Time 2068 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2072
Process 461 | Waiting Time 2072 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2076
Process 462 | Waiting Time 2076 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2080
Process 463 | Waiting Time 2080 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2085
Process 464 | Waiting Time 2085 | Burst Time 3 | Arrival Time 17 | Turn Around Time 2088
Process 465 | Waiting Time 2088 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2092
Process 466 | Waiting Time 2092 | Burst Time 6 | Arrival Time 17 | Turn Around Time 2098
Process 467 | Waiting Time 2098 | Burst Time 6 | Arrival Time 17 | Turn Around Time 2104
Process 468 | Waiting Time 2104 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2108
Process 469 | Waiting Time 2108 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2112
Process 470 | Waiting Time 2112 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2117
Process 471 | Waiting Time 2117 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2121
Process 472 | Waiting Time 2121 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2126
Process 473 | Waiting Time 2126 | Burst Time 6 | Arrival Time 17 | Turn Around Time 2132
Process 474 | Waiting Time 2132 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2137
Process 475 | Waiting Time 2137 | Burst Time 4 | Arrival Time 17 | Turn Around Time 2141
Process 476 | Waiting Time 2141 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2146
Process 477 | Waiting Time 2146 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2151
Process 478 | Waiting Time 2151 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2156
Process 479 | Waiting Time 2156 | Burst Time 3 | Arrival Time 17 | Turn Around Time 2159
Process 480 | Waiting Time 2159 | Burst Time 5 | Arrival Time 17 | Turn Around Time 2164
Process 481 | Waiting Time 2163 | Burst Time 4 | Arrival Time 18 | Turn Around Time 2167
Process 482 | Waiting Time 2167 | Burst Time 6 | Arrival Time 18 | Turn Around Time 2173
Process 483 | Waiting Time 2173 | Burst Time 5 | Arrival Time 18 | Turn Around Time 2178
Process 484 | Waiting Time 2178 | Burst Time 4 | Arrival Time 18 | Turn Around Time 2182
Process 485 | Waiting Time 2182 | Burst Time 4 | Arrival Time 18 | Turn Around Time 2186
Process 486 | Waiting Time 2186 | Burst Time 6 | Arrival Time 18 | Turn Around Time 2192
Process 487 | Waiting Time 2192 | Burst Time 5 | Arrival Time 18 | Turn Around Time 2197
Process 488 | Waiting Time 2197 | Burst Time 4 | Arrival Time 18 | Turn Around Time 2201
Process 489 | Waiting Time 2201 | Burst Time 6 | Arrival Time 18 | Turn Around Time 2207
Process 490 | Waiting Time 2207 | Burst Time 5 | Arrival Time 18 | Turn Around Time 2212
Process 491 | Waiting Time 2212 | Burst Time 4 | Arrival Time 18 | Turn Around Time 2216
Process 492 | Waiting Time 2216 | Burst Time 4 | Arrival Time 18 | Turn Around Time 2220
Process 493 | Waiting Time 2220 | Burst Time 6 | Arrival Time 18 | Turn Around Time 2226
Process 494 | Waiting Time 2226 | Burst Time 5 | Arrival Time 18 | Turn Around Time 2231
Process 495 | Waiting Time 2231 | Burst Time 5 | Arrival Time 18 | Turn Around Time 2236
Process 496 | Waiting Time 2236 | Burst Time 5 | Arrival Time 18 | Turn Around Time 2241
Process 497 | Waiting Time 2241 | Burst Time 5 | Arrival Time 18 | Turn Around Time 2246
Process 498 | Waiting Time 2246 | Burst Time 6 | Arrival Time 18 | Turn Around Time 2252
Process 499 | Waiting Time 2252 | Burst Time 4 | Arrival Time 18 | Turn Around Time 2256
Process 500 | Waiting Time 2256 | Burst Time 4 | Arrival Time 18 | Turn Around Time 2260
Process 501 | Waiting Time 2260 | Burst Time 3 | Arrival Time 18 | Turn Around Time 2263
Process 502 | Waiting Time 2263 | Burst Time 6 | Arrival Time 18 | Turn Around Time 2269
Process 503 | Waiting Time 2268 | Burst Time 4 | Arrival Time 19 | Turn Around Time 2272
Process 504 | Waiting Time 2272 | Burst Time 4 | Arrival Time 19 | Turn Around Time 2276
Process 505 | Waiting Time 2276 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2281
Process 506 | Waiting Time 2281 | Burst Time 4 | Arrival Time 19 | Turn Around Time 2285
Process 507 | Waiting Time 2285 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2290
Process 508 | Waiting Time 2290 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2295
Process 509 | Waiting Time 2295 | Burst Time 2 | Arrival Time 19 | Turn Around Time 2297
Process 510 | Waiting Time 2297 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2302
Process 511 | Waiting Time 2302 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2307
Process 512 | Waiting Time 2307 | Burst Time 6 | Arrival Time 19 | Turn Around Time 2313
Process 513 | Waiting Time 2313 | Burst Time 6 | Arrival Time 19 | Turn Around Time 2319
Process 514 | Waiting Time 2319 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2324
Process 515 | Waiting Time 2324 | Burst Time 4 | Arrival Time 19 | Turn Around Time 2328
Process 516 | Waiting Time 2328 | Burst Time 6 | Arrival Time 19 | Turn Around Time 2334
Process 517 | Waiting Time 2334 | Burst Time 6 | Arrival Time 19 | Turn Around Time 2340
Process 518 | Waiting Time 2340 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2345
Process 519 | Waiting Time 2345 | Burst Time 6 | Arrival Time 19 | Turn Around Time 2351
Process 520 | Waiting Time 2351 | Burst Time 3 | Arrival Time 19 | Turn Around Time 2354
Process 521 | Waiting Time 2354 | Burst Time 3 | Arrival Time 19 | Turn Around Time 2357
Process 522 | Waiting Time 2357 | Burst Time 3 | Arrival Time 19 | Turn Around Time 2360
Process 523 | Waiting Time 2360 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2365
Process 524 | Waiting Time 2365 | Burst Time 4 | Arrival Time 19 | Turn Around Time 2369
Process 525 | Waiting Time 2369 | Burst Time 3 | Arrival Time 19 | Turn Around Time 2372
Process 526 | Waiting Time 2372 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2377
Process 527 | Waiting Time 2377 | Burst Time 4 | Arrival Time 19 | Turn Around Time 2381
Process 528 | Waiting Time 2381 | Burst Time 5 | Arrival Time 19 | Turn Around Time 2386
Process 529 | Waiting Time 2385 | Burst Time 4 | Arrival Time 20 | Turn Around Time 2389
Process 530 | Waiting Time 2389 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2394
Process 531 | Waiting Time 2394 | Burst Time 6 | Arrival Time 20 | Turn Around Time 2400
Process 532 | Waiting Time 2400 | Burst Time 7 | Arrival Time 20 | Turn Around Time 2407
Process 533 | Waiting Time 2407 | Burst Time 4 | Arrival Time 20 | Turn Around Time 2411
Process 534 | Waiting Time 2411 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2416
Process 535 | Waiting Time 2416 | Burst Time 2 | Arrival Time 20 | Turn Around Time 2418
Process 536 | Waiting Time 2418 | Burst Time 3 | Arrival Time 20 | Turn Around Time 2421
Process 537 | Waiting Time 2421 | Burst Time 2 | Arrival Time 20 | Turn Around Time 2423
Process 538 | Waiting Time 2423 | Burst Time 3 | Arrival Time 20 | Turn Around Time 2426
Process 539 | Waiting Time 2426 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2431
Process 540 | Waiting Time 2431 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2436
Process 541 | Waiting Time 2436 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2441
Process 542 | Waiting Time 2441 | Burst Time 6 | Arrival Time 20 | Turn Around Time 2447
Process 543 | Waiting Time 2447 | Burst Time 2 | Arrival Time 20 | Turn Around Time 2449
Process 544 | Waiting Time 2449 | Burst Time 2 | Arrival Time 20 | Turn Around Time 2451
Process 545 | Waiting Time 2451 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2456
Process 546 | Waiting Time 2456 | Burst Time 4 | Arrival Time 20 | Turn Around Time 2460
Process 547 | Waiting Time 2460 | Burst Time 6 | Arrival Time 20 | Turn Around Time 2466
Process 548 | Waiting Time 2466 | Burst Time 6 | Arrival Time 20 | Turn Around Time 2472
Process 549 | Waiting Time 2472 | Burst Time 4 | Arrival Time 20 | Turn Around Time 2476
Process 550 | Waiting Time 2476 | Burst Time 4 | Arrival Time 20 | Turn Around Time 2480
Process 551 | Waiting Time 2480 | Burst Time 4 | Arrival Time 20 | Turn Around Time 2484
Process 552 | Waiting Time 2484 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2489
Process 553 | Waiting Time 2489 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2494
Process 554 | Waiting Time 2494 | Burst Time 4 | Arrival Time 20 | Turn Around Time 2498
Process 555 | Waiting Time 2498 | Burst Time 4 | Arrival Time 20 | Turn Around Time 2502
Process 556 | Waiting Time 2502 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2507
Process 557 | Waiting Time 2507 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2512
Process 558 | Waiting Time 2512 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2517
Process 559 | Waiting Time 2517 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2522
Process 560 | Waiting Time 2522 | Burst Time 5 | Arrival Time 20 | Turn Around Time 2527
Process 561 | Waiting Time 2526 | Burst Time 4 | Arrival Time 21 | Turn Around Time 2530
Process 562 | Waiting Time 2530 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2535
Process 563 | Waiting Time 2535 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2540
Process 564 | Waiting Time 2540 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2545
Process 565 | Waiting Time 2545 | Burst Time 6 | Arrival Time 21 | Turn Around Time 2551
Process 566 | Waiting Time 2551 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2556
Process 567 | Waiting Time 2556 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2561
Process 568 | Waiting Time 2561 | Burst Time 6 | Arrival Time 21 | Turn Around Time 2567
Process 569 | Waiting Time 2567 | Burst Time 4 | Arrival Time 21 | Turn Around Time 2571
Process 570 | Waiting Time 2571 | Burst Time 4 | Arrival Time 21 | Turn Around Time 2575
Process 571 | Waiting Time 2575 | Burst Time 3 | Arrival Time 21 | Turn Around Time 2578
Process 572 | Waiting Time 2578 | Burst Time 3 | Arrival Time 21 | Turn Around Time 2581
Process 573 | Waiting Time 2581 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2586
Process 574 | Waiting Time 2586 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2591
Process 575 | Waiting Time 2591 | Burst Time 4 | Arrival Time 21 | Turn Around Time 2595
Process 576 | Waiting Time 2595 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2600
Process 577 | Waiting Time 2600 | Burst Time 2 | Arrival Time 21 | Turn Around Time 2602
Process 578 | Waiting Time 2602 | Burst Time 4 | Arrival Time 21 | Turn Around Time 2606
Process 579 | Waiting Time 2606 | Burst Time 5 | Arrival Time 21 | Turn Around Time 2611
Process 580 | Waiting Time 2611 | Burst Time 4 | Arrival Time 21 | Turn Around Time 2615
Process 581 | Waiting Time 2614 | Burst Time 5 | Arrival Time 22 | Turn Around Time 2619
Process 582 | Waiting Time 2619 | Burst Time 5 | Arrival Time 22 | Turn Around Time 2624
Process 583 | Waiting Time 2624 | Burst Time 6 | Arrival Time 22 | Turn Around Time 2630
Process 584 | Waiting Time 2630 | Burst Time 4 | Arrival Time 22 | Turn Around Time 2634
Process 585 | Waiting Time 2634 | Burst Time 6 | Arrival Time 22 | Turn Around Time 2640
Process 586 | Waiting Time 2640 | Burst Time 3 | Arrival Time 22 | Turn Around Time 2643
Process 587 | Waiting Time 2643 | Burst Time 5 | Arrival Time 22 | Turn Around Time 2648
Process 588 | Waiting Time 2648 | Burst Time 5 | Arrival Time 22 | Turn Around Time 2653
Process 589 | Waiting Time 2653 | Burst Time 5 | Arrival Time 22 | Turn Around Time 2658
Process 590 | Waiting Time 2658 | Burst Time 6 | Arrival Time 22 | Turn Around Time 2664
Process 591 | Waiting Time 2664 | Burst Time 4 | Arrival Time 22 | Turn Around Time 2668
Process 592 | Waiting Time 2668 | Burst Time 3 | Arrival Time 22 | Turn Around Time 2671
Process 593 | Waiting Time 2671 | Burst Time 6 | Arrival Time 22 | Turn Around Time 2677
Process 594 | Waiting Time 2677 | Burst Time 4 | Arrival Time 22 | Turn Around Time 2681
Process 595 | Waiting Time 2681 | Burst Time 4 | Arrival Time 22 | Turn Around Time 2685
Process 596 | Waiting Time 2685 | Burst Time 4 | Arrival Time 22 | Turn Around Time 2689
