# seed=(1, 2) mean=(5, 20) standard_deviation=(1, 15) number_of_processes=500
------------------------------------------------------------
Average waiting time : 1120.696
Average turn around time : 1125.248
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 5 | Arrival Time 0 | Turn Around Time 5
Process 302 | Waiting Time 1356 | Burst Time 5 | Arrival Time 24 | Turn Around Time 1361
Process 303 | Waiting Time 1361 | Burst Time 4 | Arrival Time 24 | Turn Around Time 1365
Process 304 | Waiting Time 1365 | Burst Time 4 | Arrival Time 24 | Turn Around Time 1369
Process 305 | Waiting Time 1369 | Burst Time 5 | Arrival Time 24 | Turn Around Time 1374
Process 306 | Waiting Time 1374 | Burst Time 4 | Arrival Time 24 | Turn Around Time 1378
Process 307 | Waiting Time 1378 | Burst Time 4 | Arrival Time 24 | Turn Around Time 1382
Process 308 | Waiting Time 1382 | Burst Time 4 | Arrival Time 24 | Turn Around Time 1386
Process 309 | Waiting Time 1386 | Burst Time 4 | Arrival Time 24 | Turn Around Time 1390
Process 310 | Waiting Time 1390 | Burst Time 3 | Arrival Time 24 | Turn Around Time 1393
Process 311 | Waiting Time 1392 | Burst Time 4 | Arrival Time 25 | Turn Around Time 1396
Process 312 | Waiting Time 1396 | Burst Time 6 | Arrival Time 25 | Turn Around Time 1402
Process 313 | Waiting Time 1402 | Burst Time 6 | Arrival Time 25 | Turn Around Time 1408
Process 314 | Waiting Time 1408 | Burst Time 4 | Arrival Time 25 | Turn Around Time 1412
Process 315 | Waiting Time 1412 | Burst Time 6 | Arrival Time 25 | Turn Around Time 1418
Process 316 | Waiting Time 1418 | Burst Time 7 | Arrival Time 25 | Turn Around Time 1425
Process 317 | Waiting Time 1425 | Burst Time 6 | Arrival Time 25 | Turn Around Time 1431
Process 318 | Waiting Time 1431 | Burst Time 5 | Arrival Time 25 | Turn Around Time 1436
Process 319 | Waiting Time 1436 | Burst Time 4 | Arrival Time 25 | Turn Around Time 1440
Process 320 | Waiting Time 1440 | Burst Time 5 | Arrival Time 25 | Turn Around Time 1445
Process 321 | Waiting Time 1445 | Burst Time 4 | Arrival Time 25 | Turn Around Time 1449
Process 322 | Waiting Time 1449 | Burst Time 7 | Arrival Time 25 | Turn Around Time 1456
Process 323 | Waiting Time 1456 | Burst Time 5 | Arrival Time 25 | Turn Around Time 1461
Process 324 | Waiting Time 1461 | Burst Time 5 | Arrival Time 25 | Turn Around Time 1466
Process 325 | Waiting Time 1466 | Burst Time 6 | Arrival Time 25 | Turn Around Time 1472
Process 326 | Waiting Time 1472 | Burst Time 4 | Arrival Time 25 | Turn Around Time 1476
Process 327 | Waiting Time 1476 | Burst Time 5 | Arrival Time 25 | Turn Around Time 1481
Process 328 | Waiting Time 1480 | Burst Time 4 | Arrival Time 26 | Turn Around Time 1484
Process 329 | Waiting Time 1484 | Burst Time 5 | Arrival Time 26 | Turn Around Time 1489
Process 330 | Waiting Time 1489 | Burst Time 4 | Arrival Time 26 | Turn Around Time 1493
Process 331 | Waiting Time 1493 | Burst Time 4 | Arrival Time 26 | Turn Around Time 1497
Process 332 | Waiting Time 1497 | Burst Time 6 | Arrival Time 26 | Turn Around Time 1503
Process 333 | Waiting Time 1503 | Burst Time 4 | Arrival Time 26 | Turn Around Time 1507
Process 334 | Waiting Time 1507 | Burst Time 4 | Arrival Time 26 | Turn Around Time 1511
Process 335 | Waiting Time 1511 | Burst Time 5 | Arrival Time 26 | Turn Around Time 1516
Process 336 | Waiting Time 1516 | Burst Time 5 | Arrival Time 26 | Turn Around Time 1521
Process 337 | Waiting Time 1521 | Burst Time 4 | Arrival Time 26 | Turn Around Time 1525
Process 338 | Waiting Time 1524 | Burst Time 6 | Arrival Time 27 | Turn Around Time 1530
Process 339 | Waiting Time 1530 | Burst Time 3 | Arrival Time 27 | Turn Around Time 1533
Process 340 | Waiting Time 1533 | Burst Time 5 | Arrival Time 27 | Turn Around Time 1538
Process 341 | Waiting Time 1538 | Burst Time 7 | Arrival Time 27 | Turn Around Time 1545
Process 342 | Waiting Time 1545 | Burst Time 5 | Arrival Time 27 | Turn Around Time 1550
Process 343 | Waiting Time 1550 | Burst Time 5 | Arrival Time 27 | Turn Around Time 1555
Process 344 | Waiting Time 1555 | Burst Time 6 | Arrival Time 27 | Turn Around Time 1561
Process 345 | Waiting Time 1561 | Burst Time 6 | Arrival Time 27 | Turn Around Time 1567
Process 346 | Waiting Time 1567 | Burst Time 4 | Arrival Time 27 | Turn Around Time 1571
Process 347 | Waiting Time 1571 | Burst Time 4 | Arrival Time 27 | Turn Around Time 1575
Process 348 | Waiting Time 1575 | Burst Time 6 | Arrival Time 27 | Turn Around Time 1581
Process 349 | Waiting Time 1581 | Burst Time 4 | Arrival Time 27 | Turn Around Time 1585
Process 350 | Waiting Time 1585 | Burst Time 3 | Arrival Time 27 | Turn Around Time 1588
Process 351 | Waiting Time 1587 | Burst Time 6 | Arrival Time 28 | Turn Around Time 1593
Process 352 | Waiting Time 1593 | Burst Time 6 | Arrival Time 28 | Turn Around Time 1599
Process 353 | Waiting Time 1599 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1604
Process 354 | Waiting Time 1604 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1609
Process 355 | Waiting Time 1609 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1614
Process 356 | Waiting Time 1614 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1619
Process 357 | Waiting Time 1619 | Burst Time 6 | Arrival Time 28 | Turn Around Time 1625
Process 358 | Waiting Time 1625 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1630
Process 359 | Waiting Time 1630 | Burst Time 4 | Arrival Time 28 | Turn Around Time 1634
Process 360 | Waiting Time 1634 | Burst Time 3 | Arrival Time 28 | Turn Around Time 1637
Process 361 | Waiting Time 1637 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1642
Process 362 | Waiting Time 1642 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1647
Process 363 | Waiting Time 1647 | Burst Time 2 | Arrival Time 28 | Turn Around Time 1649
Process 364 | Waiting Time 1649 | Burst Time 3 | Arrival Time 28 | Turn Around Time 1652
Process 365 | Waiting Time 1652 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1657
Process 366 | Waiting Time 1657 | Burst Time 5 | Arrival Time 28 | Turn Around Time 1662
Process 367 | Waiting Time 1661 | Burst Time 5 | Arrival Time 29 | Turn Around Time 1666
Process 368 | Waiting Time 1666 | Burst Time 4 | Arrival Time 29 | Turn Around Time 1670
Process 369 | Waiting Time 1670 | Burst Time 5 | Arrival Time 29 | Turn Around Time 1675
Process 370 | Waiting Time 1675 | Burst Time 4 | Arrival Time 29 | Turn Around Time 1679
Process 371 | Waiting Time 1679 | Burst Time 4 | Arrival Time 29 | Turn Around Time 1683
Process 372 | Waiting Time 1683 | Burst Time 3 | Arrival Time 29 | Turn Around Time 1686
Process 373 | Waiting Time 1686 | Burst Time 3 | Arrival Time 29 | Turn Around Time 1689
Process 374 | Waiting Time 1689 | Burst Time 4 | Arrival Time 29 | Turn Around Time 1693
Process 375 | Waiting Time 1693 | Burst Time 4 | Arrival Time 29 | Turn Around Time 1697
Process 376 | Waiting Time 1697 | Burst Time 6 | Arrival Time 29 | Turn Around Time 1703
Process 377 | Waiting Time 1702 | Burst Time 5 | Arrival Time 30 | Turn Around Time 1707
Process 378 | Waiting Time 1707 | Burst Time 5 | Arrival Time 30 | Turn Around Time 1712
Process 379 | Waiting Time 1712 | Burst Time 5 | Arrival Time 30 | Turn Around Time 1717
Process 380 | Waiting Time 1717 | Burst Time 4 | Arrival Time 30 | Turn Around Time 1721
Process 381 | Waiting Time 1721 | Burst Time 5 | Arrival Time 30 | Turn Around Time 1726
Process 382 | Waiting Time 1726 | Burst Time 3 | Arrival Time 30 | Turn Around Time 1729
Process 383 | Waiting Time 1729 | Burst Time 3 | Arrival Time 30 | Turn Around Time 1732
Process 384 | Waiting Time 1732 | Burst Time 5 | Arrival Time 30 | Turn Around Time 1737
Process 385 | Waiting Time 1737 | Burst Time 3 | Arrival Time 30 | Turn Around Time 1740
Process 386 | Waiting Time 1740 | Burst Time 5 | Arrival Time 30 | Turn Around Time 1745
Process 387 | Waiting Time 1745 | Burst Time 4 | Arrival Time 30 | Turn Around Time 1749
Process 388 | Waiting Time 1748 | Burst Time 4 | Arrival Time 31 | Turn Around Time 1752
Process 389 | Waiting Time 1752 | Burst Time 3 | Arrival Time 31 | Turn Around Time 1755
Process 390 | Waiting Time 1755 | Burst Time 3 | Arrival Time 31 | Turn Around Time 1758
Process 391 | Waiting Time 1758 | Burst Time 6 | Arrival Time 31 | Turn Around Time 1764
Process 392 | Waiting Time 1764 | Burst Time 4 | Arrival Time 31 | Turn Around Time 1768
Process 393 | Waiting Time 1768 | Burst Time 4 | Arrival Time 31 | Turn Around Time 1772
Process 394 | Waiting Time 1772 | Burst Time 5 | Arrival Time 31 | Turn Around Time 1777
Process 395 | Waiting Time 1777 | Burst Time 4 | Arrival Time 31 | Turn Around Time 1781
Process 396 | Waiting Time 1781 | Burst Time 6 | Arrival Time 31 | Turn Around Time 1787
Process 397 | Waiting Time 1787 | Burst Time 4 | Arrival Time 31 | Turn Around Time 1791
Process 398 | Waiting Time 1791 | Burst Time 2 | Arrival Time 31 | Turn Around Time 1793
Process 399 | Waiting Time 1793 | Burst Time 7 | Arrival Time 31 | Turn Around Time 1800
Process 400 | Waiting Time 1800 | Burst Time 4 | Arrival Time 31 | Turn Around Time 1804
Process 401 | Waiting Time 1804 | Burst Time 5 | Arrival Time 31 | Turn Around Time 1809
Process 402 | Waiting Time 1809 | Burst Time 4 | Arrival Time 31 | Turn Around Time 1813
Process 403 | Waiting Time 1812 | Burst Time 4 | Arrival Time 32 | Turn Around Time 1816
Process 404 | Waiting Time 1816 | Burst Time 5 | Arrival Time 32 | Turn Around Time 1821
Process 405 | Waiting Time 1821 | Burst Time 3 | Arrival Time 32 | Turn Around Time 1824
Process 406 | Waiting Time 1824 | Burst Time 3 | Arrival Time 32 | Turn Around Time 1827
Process 407 | Waiting Time 1827 | Burst Time 4 | Arrival Time 32 | Turn Around Time 1831
Process 408 | Waiting Time 1831 | Burst Time 5 | Arrival Time 32 | Turn Around Time 1836
Process 409 | Waiting Time 1836 | Burst Time 6 | Arrival Time 32 | Turn Around Time 1842
Process 410 | Waiting Time 1842 | Burst Time 5 | Arrival Time 32 | Turn Around Time 1847
Process 411 | Waiting Time 1847 | Burst Time 7 | Arrival Time 32 | Turn Around Time 1854
Process 412 | Waiting Time 1854 | Burst Time 4 | Arrival Time 32 | Turn Around Time 1858
Process 413 | Waiting Time 1858 | Burst Time 5 | Arrival Time 32 | Turn Around Time 1863
Process 414 | Waiting Time 1862 | Burst Time 3 | Arrival Time 33 | Turn Around Time 1865
Process 415 | Waiting Time 1865 | Burst Time 4 | Arrival Time 33 | Turn Around Time 1869
Process 416 | Waiting Time 1869 | Burst Time 7 | Arrival Time 33 | Turn Around Time 1876
Process 417 | Waiting Time 1876 | Burst Time 5 | Arrival Time 33 | Turn Around Time 1881
Process 418 | Waiting Time 1880 | Burst Time 5 | Arrival Time 34 | Turn Around Time 1885
Process 419 | Waiting Time 1885 | Burst Time 4 | Arrival Time 34 | Turn Around Time 1889
Process 420 | Waiting Time 1889 | Burst Time 6 | Arrival Time 34 | Turn Around Time 1895
Process 421 | Waiting Time 1895 | Burst Time 5 | Arrival Time 34 | Turn Around Time 1900
Process 422 | Waiting Time 1900 | Burst Time 6 | Arrival Time 34 | Turn Around Time 1906
Process 423 | Waiting Time 1905 | Burst Time 5 | Arrival Time 35 | Turn Around Time 1910
Process 424 | Waiting Time 1910 | Burst Time 5 | Arrival Time 35 | Turn Around Time 1915
Process 425 | Waiting Time 1915 | Burst Time 4 | Arrival Time 35 | Turn Around Time 1919
Process 426 | Waiting Time 1919 | Burst Time 5 | Arrival Time 35 | Turn Around Time 1924
Process 427 | Waiting Time 1924 | Burst Time 3 | Arrival Time 35 | Turn Around Time 1927
Process 428 | Waiting Time 1927 | Burst Time 4 | Arrival Time 35 | Turn Around Time 1931
Process 429 | Waiting Time 1931 | Burst Time 4 | Arrival Time 35 | Turn Around Time 1935
Process 430 | Waiting Time 1935 | Burst Time 4 | Arrival Time 35 | Turn Around Time 1939
Process 431 | Waiting Time 1938 | Burst Time 3 | Arrival Time 36 | Turn Around Time 1941
Process 432 | Waiting Time 1941 | Burst Time 4 | Arrival Time 36 | Turn Around Time 1945
Process 433 | Waiting Time 1945 | Burst Time 4 | Arrival Time 36 | Turn Around Time 1949
Process 434 | Waiting Time 1949 | Burst Time 4 | Arrival Time 36 | Turn Around Time 1953
Process 435 | Waiting Time 1953 | Burst Time 6 | Arrival Time 36 | Turn Around Time 1959
Process 436 | Waiting Time 1959 | Burst Time 4 | Arrival Time 36 | Turn Around Time 1963
Process 437 | Waiting Time 1963 | Burst Time 6 | Arrival Time 36 | Turn Around Time 1969
Process 438 | Waiting Time 1968 | Burst Time 4 | Arrival Time 37 | Turn Around Time 1972
Process 439 | Waiting Time 1972 | Burst Time 4 | Arrival Time 37 | Turn Around Time 1976
Process 440 | Waiting Time 1976 | Burst Time 4 | Arrival Time 37 | Turn Around Time 1980
Process 441 | Waiting Time 1980 | Burst Time 4 | Arrival Time 37 | Turn Around Time 1984
Process 442 | Waiting Time 1984 | Burst Time 5 | Arrival Time 37 | Turn Around Time 1989
Process 443 | Waiting Time 1989 | Burst Time 2 | Arrival Time 37 | Turn Around Time 1991
Process 444 | Waiting Time 1991 | Burst Time 6 | Arrival Time 37 | Turn Around Time 1997
Process 445 | Waiting Time 1997 | Burst Time 4 | Arrival Time 37 | Turn Around Time 2001
Process 446 | Waiting Time 2001 | Burst Time 5 | Arrival Time 37 | Turn Around Time 2006
Process 447 | Waiting Time 2005 | Burst Time 5 | Arrival Time 38 | Turn Around Time 2010
Process 448 | Waiting Time 2010 | Burst Time 5 | Arrival Time 38 | Turn Around Time 2015
Process 449 | Waiting Time 2015 | Burst Time 6 | Arrival Time 38 | Turn Around Time 2021
Process 450 | Waiting Time 2021 | Burst Time 5 | Arrival Time 38 | Turn Around Time 2026
Process 451 | Waiting Time 2026 | Burst Time 4 | Arrival Time 38 | Turn Around Time 2030
Process 452 | Waiting Time 2029 | Burst Time 5 | Arrival Time 39 | Turn Around Time 2034
Process 453 | Waiting Time 2033 | Burst Time 4 | Arrival Time 40 | Turn Around Time 2037
Process 454 | Waiting Time 2037 | Burst Time 4 | Arrival Time 40 | Turn Around Time 2041
Process 455 | Waiting Time 2041 | Burst Time 3 | Arrival Time 40 | Turn Around Time 2044
Process 456 | Waiting Time 2044 | Burst Time 6 | Arrival Time 40 | Turn Around Time 2050
Process 457 | Waiting Time 2050 | Burst Time 4 | Arrival Time 40 | Turn Around Time 2054
Process 458 | Waiting Time 2053 | Burst Time 4 | Arrival Time 41 | Turn Around Time 2057
Process 459 | Waiting Time 2057 | Burst Time 6 | Arrival Time 41 | Turn Around Time 2063
Process 460 | Waiting Time 2063 | Burst Time 4 | Arrival Time 41 | Turn Around Time 2067
Process 461 | Waiting Time 2067 | Burst Time 4 | Arrival Time 41 | Turn Around Time 2071
Process 462 | Waiting Time 2070 | Burst Time 5 | Arrival Time 42 | Turn Around Time 2075
Process 463 | Waiting Time 2075 | Burst Time 4 | Arrival Time 42 | Turn Around Time 2079
Process 464 | Waiting Time 2079 | Burst Time 6 | Arrival Time 42 | Turn Around Time 2085
Process 465 | Waiting Time 2085 | Burst Time 4 | Arrival Time 42 | Turn Around Time 2089
Process 466 | Waiting Time 2089 | Burst Time 2 | Arrival Time 42 | Turn Around Time 2091
Process 467 | Waiting Time 2090 | Burst Time 2 | Arrival Time 43 | Turn Around Time 2092
Process 468 | Waiting Time 2092 | Burst Time 4 | Arrival Time 43 | Turn Around Time 2096
Process 469 | Waiting Time 2096 | Burst Time 5 | Arrival Time 43 | Turn Around Time 2101
Process 470 | Waiting Time 2101 | Burst Time 5 | Arrival Time 43 | Turn Around Time 2106
Process 471 | Waiting Time 2106 | Burst Time 4 | Arrival Time 43 | Turn Around Time 2110
Process 472 | Waiting Time 2109 | Burst Time 3 | Arrival Time 44 | Turn Around Time 2112
Process 473 | Waiting Time 2112 | Burst Time 4 | Arrival Time 44 | Turn Around Time 2116
Process 474 | Waiting Time 2116 | Burst Time 4 | Arrival Time 44 | Turn Around Time 2120
Process 475 | Waiting Time 2120 | Burst Time 3 | Arrival Time 44 | Turn Around Time 2123
Process 476 | Waiting Time 2122 | Burst Time 6 | Arrival Time 45 | Turn Around Time 2128
Process 477 | Waiting Time 2127 | Burst Time 5 | Arrival Time 46 | Turn Around Time 2132
Process 478 | Waiting Time 2132 | Burst Time 5 | Arrival Time 46 | Turn Around Time 2137
Process 479 | Waiting Time 2136 | Burst Time 5 | Arrival Time 47 | Turn Around Time 2141
Process 480 | Waiting Time 2141 | Burst Time 3 | Arrival Time 47 | Turn Around Time 2144
Process 481 | Waiting Time 2144 | Burst Time 4 | Arrival Time 47 | Turn Around Time 2148
Process 482 | Waiting Time 2148 | Burst Time 3 | Arrival Time 47 | Turn Around Time 2151
Process 483 | Waiting Time 2150 | Burst Time 4 | Arrival Time 48 | Turn Around Time 2154
Process 484 | Waiting Time 2154 | Burst Time 5 | Arrival Time 48 | Turn Around Time 2159
Process 485 | Waiting Time 2159 | Burst Time 5 | Arrival Time 48 | Turn Around Time 2164
Process 486 | Waiting Time 2164 | Burst Time 4 | Arrival Time 48 | Turn Around Time 2168
Process 487 | Waiting Time 2165 | Burst Time 4 | Arrival Time 51 | Turn Around Time 2169
Process 488 | Waiting Time 2168 | Burst Time 5 | Arrival Time 52 | Turn Around Time 2173
Process 489 | Waiting Time 2172 | Burst Time 4 | Arrival Time 53 | Turn Around Time 2176
Process 490 | Waiting Time 2175 | Burst Time 2 | Arrival Time 54 | Turn Around Time 2177
Process 491 | Waiting Time 2177 | Burst Time 5 | Arrival Time 54 | Turn Around Time 2182
Process 492 | Waiting Time 2182 | Burst Time 4 | Arrival Time 54 | Turn Around Time 2186
Process 493 | Waiting Time 2183 | Burst Time 5 | Arrival Time 57 | Turn Around Time 2188
Process 494 | Waiting Time 2187 | Burst Time 5 | Arrival Time 58 | Turn Around Time 2192
Process 495 | Waiting Time 2192 | Burst Time 6 | Arrival Time 58 | Turn Around Time 2198
Process 496 | Waiting Time 2196 | Burst Time 4 | Arrival Time 60 | Turn Around Time 2200
Process 497 | Waiting Time 2193 | Burst Time 4 | Arrival Time 67 | Turn Around Time 2197
Process 498 | Waiting Time 2195 | Burst Time 5 | Arrival Time 69 | Turn Around Time 2200
Process 499 | Waiting Time 2188 | Burst Time 7 | Arrival Time 81 | Turn Around Time 2195
