# seed = 1 mean = 50 standard_deviation = 10 number_of_pages = 1000
Capacity of LSU = 5
------------------------------------------------------------
Page Faults = 821
Page Hits = 179
------------------------------------------------------------
[66] <-- Page - 66 | Page Fault Here
[66, 43] <-- Page - 43 | Page Fault Here
[66, 43, 44] <-- Page - 44 | Page Fault Here
[66, 43, 44, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 33] <-- Page - 33 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 46
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 46
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 43
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 46
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 48
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 48
[46, 55, 43, 48, 57] <-- Page - 48
[46, 55, 43, 48, 68] <-- Page - 68 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45
[46, 55, 43, 48, 30] <-- Page - 30 | Page Fault Here
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 43
[46, 55, 43, 48, 54] <-- Page - 55
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 55
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 48
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 34] <-- Page - 34 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 55
[46, 55, 43, 48, 27] <-- Page - 27 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 32] <-- Page - 32 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 43
[46, 55, 43, 48, 50] <-- Page - 55
[46, 55, 43, 48, 66] <-- Page - 66 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 55
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 43
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 66] <-- Page - 66 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 46
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 46
[46, 55, 43, 48, 32] <-- Page - 32 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 34] <-- Page - 34 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 27] <-- Page - 27 | Page Fault Here
[46, 55, 43, 48, 33] <-- Page - 33 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 48
[46, 55, 43, 48, 34] <-- Page - 34 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 35] <-- Page - 48
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 48
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 55
[46, 55, 43, 48, 33] <-- Page - 33 | Page Fault Here
[46, 55, 43, 48, 89] <-- Page - 89 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 68] <-- Page - 68 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 55
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 48
[46, 55, 43, 48, 53] <-- Page - 48
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 43
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 24] <-- Page - 24 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 46
[46, 55, 43, 48, 44] <-- Page - 55
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 43
[46, 55, 43, 48, 30] <-- Page - 30 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 43
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 31] <-- Page - 31 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 48
[46, 55, 43, 48, 57] <-- Page - 57
[46, 55, 43, 48, 34] <-- Page - 34 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 48
[46, 55, 43, 48, 47] <-- Page - 55
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 55
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 31] <-- Page - 31 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 48
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 65] <-- Page - 65 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 48
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 48
[46, 55, 43, 48, 22] <-- Page - 22 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 46
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 31] <-- Page - 31 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 75] <-- Page - 75 | Page Fault Here
[46, 55, 43, 48, 69] <-- Page - 69 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 48
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 48
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 63 | Page Fault Here
[46, 55, 43, 48, 63] <-- Page - 46
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 26] <-- Page - 26 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 46
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 48
[46, 55, 43, 48, 29] <-- Page - 29 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 37] <-- Page - 37 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 48
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 83] <-- Page - 83 | Page Fault Here
[46, 55, 43, 48, 83] <-- Page - 43
[46, 55, 43, 48, 83] <-- Page - 46
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 43
[46, 55, 43, 48, 23] <-- Page - 23 | Page Fault Here
[46, 55, 43, 48, 37] <-- Page - 37 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 34] <-- Page - 34 | Page Fault Here
[46, 55, 43, 48, 34] <-- Page - 43
[46, 55, 43, 48, 34] <-- Page - 48
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 55
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 65] <-- Page - 65 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 55
[46, 55, 43, 48, 45] <-- Page - 43
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 65] <-- Page - 65 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 67] <-- Page - 67 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 31] <-- Page - 31 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 28] <-- Page - 28 | Page Fault Here
[46, 55, 43, 48, 28] <-- Page - 46
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 48
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 40] <-- Page - 55
[46, 55, 43, 48, 30] <-- Page - 30 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 38 | Page Fault Here
[46, 55, 43, 48, 38] <-- Page - 46
[46, 55, 43, 48, 38] <-- Page - 55
[46, 55, 43, 48, 62] <-- Page - 62 | Page Fault Here
[46, 55, 43, 48, 30] <-- Page - 30 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 29] <-- Page - 29 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 37] <-- Page - 37 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 46
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 35] <-- Page - 48
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 42] <-- Page - 42 | Page Fault Here
[46, 55, 43, 48, 68] <-- Page - 68 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 65] <-- Page - 65 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 73] <-- Page - 73 | Page Fault Here
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 61] <-- Page - 61 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 46
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 58 | Page Fault Here
[46, 55, 43, 48, 58] <-- Page - 48
[46, 55, 43, 48, 58] <-- Page - 43
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 55
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 43
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 55
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 48
[46, 55, 43, 48, 59] <-- Page - 59 | Page Fault Here
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 57] <-- Page - 57 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 55
[46, 55, 43, 48, 35] <-- Page - 35 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 72] <-- Page - 72 | Page Fault Here
[46, 55, 43, 48, 41] <-- Page - 41 | Page Fault Here
[46, 55, 43, 48, 39] <-- Page - 39 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 55
[46, 55, 43, 48, 45] <-- Page - 45 | Page Fault Here
[46, 55, 43, 48, 49] <-- Page - 49 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 74] <-- Page - 74 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 53] <-- Page - 53 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 46
[46, 55, 43, 48, 40] <-- Page - 40 | Page Fault Here
[46, 55, 43, 48, 51] <-- Page - 51 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 36] <-- Page - 36 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 44 | Page Fault Here
[46, 55, 43, 48, 44] <-- Page - 46
[46, 55, 43, 48, 52] <-- Page - 52 | Page Fault Here
[46, 55, 43, 48, 47] <-- Page - 47 | Page Fault Here
[46, 55, 43, 48, 54] <-- Page - 54 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 60] <-- Page - 60 | Page Fault Here
[46, 55, 43, 48, 32] <-- Page - 32 | Page Fault Here
[46, 55, 43, 48, 66] <-- Page - 66 | Page Fault Here
[46, 55, 43, 48, 64] <-- Page - 64 | Page Fault Here
[46, 55, 43, 48, 50] <-- Page - 50 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56 | Page Fault Here
[46, 55, 43, 48, 56] <-- Page - 56
