# seed=(1, 2) mean=(250, 20) standard_deviation=(50, 15) number_of_processes=1000
------------------------------------------------------------
Average waiting time : 125497.092
Average turn around time : 125748.558
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 359 | Arrival Time 81 | Turn Around Time 359
Process 293 | Waiting Time 73538 | Burst Time 192 | Arrival Time 27 | Turn Around Time 73730
Process 294 | Waiting Time 73730 | Burst Time 301 | Arrival Time 27 | Turn Around Time 74031
Process 295 | Waiting Time 74031 | Burst Time 293 | Arrival Time 27 | Turn Around Time 74324
Process 296 | Waiting Time 74324 | Burst Time 205 | Arrival Time 27 | Turn Around Time 74529
Process 297 | Waiting Time 74529 | Burst Time 253 | Arrival Time 27 | Turn Around Time 74782
Process 298 | Waiting Time 74783 | Burst Time 239 | Arrival Time 26 | Turn Around Time 75022
Process 299 | Waiting Time 75022 | Burst Time 279 | Arrival Time 26 | Turn Around Time 75301
Process 300 | Waiting Time 75301 | Burst Time 202 | Arrival Time 26 | Turn Around Time 75503
Process 301 | Waiting Time 75503 | Burst Time 211 | Arrival Time 26 | Turn Around Time 75714
Process 302 | Waiting Time 75714 | Burst Time 348 | Arrival Time 26 | Turn Around Time 76062
Process 303 | Waiting Time 76062 | Burst Time 244 | Arrival Time 26 | Turn Around Time 76306
Process 304 | Waiting Time 76306 | Burst Time 215 | Arrival Time 26 | Turn Around Time 76521
Process 305 | Waiting Time 76521 | Burst Time 266 | Arrival Time 26 | Turn Around Time 76787
Process 306 | Waiting Time 76787 | Burst Time 250 | Arrival Time 26 | Turn Around Time 77037
Process 307 | Waiting Time 77037 | Burst Time 238 | Arrival Time 26 | Turn Around Time 77275
Process 308 | Waiting Time 77275 | Burst Time 230 | Arrival Time 26 | Turn Around Time 77505
Process 309 | Waiting Time 77505 | Burst Time 292 | Arrival Time 26 | Turn Around Time 77797
Process 310 | Waiting Time 77797 | Burst Time 243 | Arrival Time 26 | Turn Around Time 78040
Process 311 | Waiting Time 78040 | Burst Time 275 | Arrival Time 26 | Turn Around Time 78315
Process 312 | Waiting Time 78315 | Burst Time 290 | Arrival Time 26 | Turn Around Time 78605
Process 313 | Waiting Time 78605 | Burst Time 273 | Arrival Time 26 | Turn Around Time 78878
Process 314 | Waiting Time 78878 | Burst Time 416 | Arrival Time 26 | Turn Around Time 79294
Process 315 | Waiting Time 79294 | Burst Time 172 | Arrival Time 26 | Turn Around Time 79466
Process 316 | Waiting Time 79466 | Burst Time 202 | Arrival Time 26 | Turn Around Time 79668
Process 317 | Waiting Time 79668 | Burst Time 196 | Arrival Time 26 | Turn Around Time 79864
Process 318 | Waiting Time 79864 | Burst Time 228 | Arrival Time 26 | Turn Around Time 80092
Process 319 | Waiting Time 80092 | Burst Time 279 | Arrival Time 26 | Turn Around Time 80371
Process 320 | Waiting Time 80371 | Burst Time 223 | Arrival Time 26 | Turn Around Time 80594
Process 321 | Waiting Time 80594 | Burst Time 263 | Arrival Time 26 | Turn Around Time 80857
Process 322 | Waiting Time 80857 | Burst Time 280 | Arrival Time 26 | Turn Around Time 81137
Process 323 | Waiting Time 81137 | Burst Time 205 | Arrival Time 26 | Turn Around Time 81342
Process 324 | Waiting Time 81343 | Burst Time 216 | Arrival Time 25 | Turn Around Time 81559
Process 325 | Waiting Time 81559 | Burst Time 306 | Arrival Time 25 | Turn Around Time 81865
Process 326 | Waiting Time 81865 | Burst Time 309 | Arrival Time 25 | Turn Around Time 82174
Process 327 | Waiting Time 82174 | Burst Time 232 | Arrival Time 25 | Turn Around Time 82406
Process 328 | Waiting Time 82406 | Burst Time 311 | Arrival Time 25 | Turn Around Time 82717
Process 329 | Waiting Time 82717 | Burst Time 376 | Arrival Time 25 | Turn Around Time 83093
Process 330 | Waiting Time 83093 | Burst Time 316 | Arrival Time 25 | Turn Around Time 83409
Process 331 | Waiting Time 83409 | Burst Time 264 | Arrival Time 25 | Turn Around Time 83673
Process 332 | Waiting Time 83673 | Burst Time 240 | Arrival Time 25 | Turn Around Time 83913
Process 333 | Waiting Time 83913 | Burst Time 262 | Arrival Time 25 | Turn Around Time 84175
Process 334 | Waiting Time 84175 | Burst Time 227 | Arrival Time 25 | Turn Around Time 84402
Process 335 | Waiting Time 84402 | Burst Time 352 | Arrival Time 25 | Turn Around Time 84754
Process 336 | Waiting Time 84754 | Burst Time 271 | Arrival Time 25 | Turn Around Time 85025
Process 337 | Waiting Time 85025 | Burst Time 278 | Arrival Time 25 | Turn Around Time 85303
Process 338 | Waiting Time 85303 | Burst Time 322 | Arrival Time 25 | Turn Around Time 85625
Process 339 | Waiting Time 85625 | Burst Time 213 | Arrival Time 25 | Turn Around Time 85838
Process 340 | Waiting Time 85838 | Burst Time 279 | Arrival Time 25 | Turn Around Time 86117
Process 341 | Waiting Time 86117 | Burst Time 282 | Arrival Time 25 | Turn Around Time 86399
Process 342 | Waiting Time 86399 | Burst Time 289 | Arrival Time 25 | Turn Around Time 86688
Process 343 | Waiting Time 86688 | Burst Time 211 | Arrival Time 25 | Turn Around Time 86899
Process 344 | Waiting Time 86899 | Burst Time 174 | Arrival Time 25 | Turn Around Time 87073
Process 345 | Waiting Time 87073 | Burst Time 292 | Arrival Time 25 | Turn Around Time 87365
Process 346 | Waiting Time 87365 | Burst Time 221 | Arrival Time 25 | Turn Around Time 87586
Process 347 | Waiting Time 87586 | Burst Time 369 | Arrival Time 25 | Turn Around Time 87955
Process 348 | Waiting Time 87955 | Burst Time 258 | Arrival Time 25 | Turn Around Time 88213
Process 349 | Waiting Time 88213 | Burst Time 274 | Arrival Time 25 | Turn Around Time 88487
Process 350 | Waiting Time 88487 | Burst Time 230 | Arrival Time 25 | Turn Around Time 88717
Process 351 | Waiting Time 88717 | Burst Time 234 | Arrival Time 25 | Turn Around Time 88951
Process 352 | Waiting Time 88951 | Burst Time 255 | Arrival Time 25 | Turn Around Time 89206
Process 353 | Waiting Time 89206 | Burst Time 255 | Arrival Time 25 | Turn Around Time 89461
Process 354 | Waiting Time 89461 | Burst Time 116 | Arrival Time 25 | Turn Around Time 89577
Process 355 | Waiting Time 89577 | Burst Time 314 | Arrival Time 25 | Turn Around Time 89891
Process 356 | Waiting Time 89892 | Burst Time 235 | Arrival Time 24 | Turn Around Time 90127
Process 357 | Waiting Time 90127 | Burst Time 265 | Arrival Time 24 | Turn Around Time 90392
Process 358 | Waiting Time 90392 | Burst Time 182 | Arrival Time 24 | Turn Around Time 90574
Process 359 | Waiting Time 90574 | Burst Time 228 | Arrival Time 24 | Turn Around Time 90802
Process 360 | Waiting Time 90802 | Burst Time 296 | Arrival Time 24 | Turn Around Time 91098
Process 361 | Waiting Time 91098 | Burst Time 235 | Arrival Time 24 | Turn Around Time 91333
Process 362 | Waiting Time 91333 | Burst Time 213 | Arrival Time 24 | Turn Around Time 91546
Process 363 | Waiting Time 91546 | Burst Time 290 | Arrival Time 24 | Turn Around Time 91836
Process 364 | Waiting Time 91836 | Burst Time 240 | Arrival Time 24 | Turn Around Time 92076
Process 365 | Waiting Time 92076 | Burst Time 240 | Arrival Time 24 | Turn Around Time 92316
Process 366 | Waiting Time 92316 | Burst Time 228 | Arrival Time 24 | Turn Around Time 92544
Process 367 | Waiting Time 92544 | Burst Time 244 | Arrival Time 24 | Turn Around Time 92788
Process 368 | Waiting Time 92788 | Burst Time 171 | Arrival Time 24 | Turn Around Time 92959
Process 369 | Waiting Time 92959 | Burst Time 334 | Arrival Time 24 | Turn Around Time 93293
Process 370 | Waiting Time 93293 | Burst Time 236 | Arrival Time 24 | Turn Around Time 93529
Process 371 | Waiting Time 93529 | Burst Time 206 | Arrival Time 24 | Turn Around Time 93735
Process 372 | Waiting Time 93735 | Burst Time 268 | Arrival Time 24 | Turn Around Time 94003
Process 373 | Waiting Time 94003 | Burst Time 257 | Arrival Time 24 | Turn Around Time 94260
Process 374 | Waiting Time 94260 | Burst Time 146 | Arrival Time 24 | Turn Around Time 94406
Process 375 | Waiting Time 94406 | Burst Time 243 | Arrival Time 24 | Turn Around Time 94649
Process 376 | Waiting Time 94649 | Burst Time 213 | Arrival Time 24 | Turn Around Time 94862
Process 377 | Waiting Time 94862 | Burst Time 203 | Arrival Time 24 | Turn Around Time 95065
Process 378 | Waiting Time 95065 | Burst Time 232 | Arrival Time 24 | Turn Around Time 95297
Process 379 | Waiting Time 95297 | Burst Time 226 | Arrival Time 24 | Turn Around Time 95523
Process 380 | Waiting Time 95523 | Burst Time 205 | Arrival Time 24 | Turn Around Time 95728
Process 381 | Waiting Time 95729 | Burst Time 295 | Arrival Time 23 | Turn Around Time 96024
Process 382 | Waiting Time 96024 | Burst Time 264 | Arrival Time 23 | Turn Around Time 96288
Process 383 | Waiting Time 96288 | Burst Time 231 | Arrival Time 23 | Turn Around Time 96519
Process 384 | Waiting Time 96519 | Burst Time 299 | Arrival Time 23 | Turn Around Time 96818
Process 385 | Waiting Time 96818 | Burst Time 293 | Arrival Time 23 | Turn Around Time 97111
Process 386 | Waiting Time 97111 | Burst Time 272 | Arrival Time 23 | Turn Around Time 97383
Process 387 | Waiting Time 97383 | Burst Time 138 | Arrival Time 23 | Turn Around Time 97521
Process 388 | Waiting Time 97521 | Burst Time 164 | Arrival Time 23 | Turn Around Time 97685
Process 389 | Waiting Time 97685 | Burst Time 234 | Arrival Time 23 | Turn Around Time 97919
Process 390 | Waiting Time 97919 | Burst Time 275 | Arrival Time 23 | Turn Around Time 98194
Process 391 | Waiting Time 98194 | Burst Time 235 | Arrival Time 23 | Turn Around Time 98429
Process 392 | Waiting Time 98429 | Burst Time 247 | Arrival Time 23 | Turn Around Time 98676
Process 393 | Waiting Time 98676 | Burst Time 238 | Arrival Time 23 | Turn Around Time 98914
Process 394 | Waiting Time 98914 | Burst Time 249 | Arrival Time 23 | Turn Around Time 99163
Process 395 | Waiting Time 99163 | Burst Time 301 | Arrival Time 23 | Turn Around Time 99464
Process 396 | Waiting Time 99464 | Burst Time 280 | Arrival Time 23 | Turn Around Time 99744
Process 397 | Waiting Time 99745 | Burst Time 280 | Arrival Time 22 | Turn Around Time 100025
Process 398 | Waiting Time 100025 | Burst Time 283 | Arrival Time 22 | Turn Around Time 100308
Process 399 | Waiting Time 100308 | Burst Time 346 | Arrival Time 22 | Turn Around Time 100654
Process 400 | Waiting Time 100654 | Burst Time 236 | Arrival Time 22 | Turn Around Time 100890
Process 401 | Waiting Time 100890 | Burst Time 309 | Arrival Time 22 | Turn Around Time 101199
Process 402 | Waiting Time 101199 | Burst Time 152 | Arrival Time 22 | Turn Around Time 101351
Process 403 | Waiting Time 101351 | Burst Time 296 | Arrival Time 22 | Turn Around Time 101647
Process 404 | Waiting Time 101647 | Burst Time 268 | Arrival Time 22 | Turn Around Time 101915
Process 405 | Waiting Time 101915 | Burst Time 267 | Arrival Time 22 | Turn Around Time 102182
Process 406 | Waiting Time 102182 | Burst Time 304 | Arrival Time 22 | Turn Around Time 102486
Process 407 | Waiting Time 102486 | Burst Time 229 | Arrival Time 22 | Turn Around Time 102715
Process 408 | Waiting Time 102715 | Burst Time 191 | Arrival Time 22 | Turn Around Time 102906
Process 409 | Waiting Time 102906 | Burst Time 322 | Arrival Time 22 | Turn Around Time 103228
Process 410 | Waiting Time 103228 | Burst Time 241 | Arrival Time 22 | Turn Around Time 103469
Process 411 | Waiting Time 103469 | Burst Time 242 | Arrival Time 22 | Turn Around Time 103711
Process 412 | Waiting Time 103711 | Burst Time 248 | Arrival Time 22 | Turn Around Time 103959
Process 413 | Waiting Time 103959 | Burst Time 152 | Arrival Time 22 | Turn Around Time 104111
Process 414 | Waiting Time 104111 | Burst Time 238 | Arrival Time 22 | Turn Around Time 104349
Process 415 | Waiting Time 104349 | Burst Time 196 | Arrival Time 22 | Turn Around Time 104545
Process 416 | Waiting Time 104545 | Burst Time 259 | Arrival Time 22 | Turn Around Time 104804
Process 417 | Waiting Time 104804 | Burst Time 265 | Arrival Time 22 | Turn Around Time 105069
Process 418 | Waiting Time 105069 | Burst Time 240 | Arrival Time 22 | Turn Around Time 105309
Process 419 | Waiting Time 105310 | Burst Time 207 | Arrival Time 21 | Turn Around Time 105517
Process 420 | Waiting Time 105517 | Burst Time 280 | Arrival Time 21 | Turn Around Time 105797
Process 421 | Waiting Time 105797 | Burst Time 252 | Arrival Time 21 | Turn Around Time 106049
Process 422 | Waiting Time 106049 | Burst Time 274 | Arrival Time 21 | Turn Around Time 106323
Process 423 | Waiting Time 106323 | Burst Time 327 | Arrival Time 21 | Turn Around Time 106650
Process 424 | Waiting Time 106650 | Burst Time 255 | Arrival Time 21 | Turn Around Time 106905
Process 425 | Waiting Time 106905 | Burst Time 264 | Arrival Time 21 | Turn Around Time 107169
Process 426 | Waiting Time 107169 | Burst Time 313 | Arrival Time 21 | Turn Around Time 107482
Process 427 | Waiting Time 107482 | Burst Time 227 | Arrival Time 21 | Turn Around Time 107709
Process 428 | Waiting Time 107709 | Burst Time 235 | Arrival Time 21 | Turn Around Time 107944
Process 429 | Waiting Time 107944 | Burst Time 174 | Arrival Time 21 | Turn Around Time 108118
Process 430 | Waiting Time 108118 | Burst Time 194 | Arrival Time 21 | Turn Around Time 108312
Process 431 | Waiting Time 108312 | Burst Time 289 | Arrival Time 21 | Turn Around Time 108601
Process 432 | Waiting Time 108601 | Burst Time 299 | Arrival Time 21 | Turn Around Time 108900
Process 433 | Waiting Time 108900 | Burst Time 243 | Arrival Time 21 | Turn Around Time 109143
Process 434 | Waiting Time 109143 | Burst Time 264 | Arrival Time 21 | Turn Around Time 109407
Process 435 | Waiting Time 109407 | Burst Time 115 | Arrival Time 21 | Turn Around Time 109522
Process 436 | Waiting Time 109522 | Burst Time 208 | Arrival Time 21 | Turn Around Time 109730
Process 437 | Waiting Time 109730 | Burst Time 265 | Arrival Time 21 | Turn Around Time 109995
Process 438 | Waiting Time 109995 | Burst Time 244 | Arrival Time 21 | Turn Around Time 110239
Process 439 | Waiting Time 110240 | Burst Time 233 | Arrival Time 20 | Turn Around Time 110473
Process 440 | Waiting Time 110473 | Burst Time 279 | Arrival Time 20 | Turn Around Time 110752
Process 441 | Waiting Time 110752 | Burst Time 332 | Arrival Time 20 | Turn Around Time 111084
Process 442 | Waiting Time 111084 | Burst Time 355 | Arrival Time 20 | Turn Around Time 111439
Process 443 | Waiting Time 111439 | Burst Time 246 | Arrival Time 20 | Turn Around Time 111685
Process 444 | Waiting Time 111685 | Burst Time 293 | Arrival Time 20 | Turn Around Time 111978
Process 445 | Waiting Time 111978 | Burst Time 128 | Arrival Time 20 | Turn Around Time 112106
Process 446 | Waiting Time 112106 | Burst Time 189 | Arrival Time 20 | Turn Around Time 112295
Process 447 | Waiting Time 112295 | Burst Time 110 | Arrival Time 20 | Turn Around Time 112405
Process 448 | Waiting Time 112405 | Burst Time 197 | Arrival Time 20 | Turn Around Time 112602
Process 449 | Waiting Time 112602 | Burst Time 250 | Arrival Time 20 | Turn Around Time 112852
Process 450 | Waiting Time 112852 | Burst Time 273 | Arrival Time 20 | Turn Around Time 113125
Process 451 | Waiting Time 113125 | Burst Time 296 | Arrival Time 20 | Turn Around Time 113421
Process 452 | Waiting Time 113421 | Burst Time 305 | Arrival Time 20 | Turn Around Time 113726
Process 453 | Waiting Time 113726 | Burst Time 138 | Arrival Time 20 | Turn Around Time 113864
Process 454 | Waiting Time 113864 | Burst Time 124 | Arrival Time 20 | Turn Around Time 113988
Process 455 | Waiting Time 113988 | Burst Time 289 | Arrival Time 20 | Turn Around Time 114277
Process 456 | Waiting Time 114277 | Burst Time 240 | Arrival Time 20 | Turn Around Time 114517
Process 457 | Waiting Time 114517 | Burst Time 302 | Arrival Time 20 | Turn Around Time 114819
Process 458 | Waiting Time 114819 | Burst Time 326 | Arrival Time 20 | Turn Around Time 115145
Process 459 | Waiting Time 115145 | Burst Time 231 | Arrival Time 20 | Turn Around Time 115376
Process 460 | Waiting Time 115376 | Burst Time 239 | Arrival Time 20 | Turn Around Time 115615
Process 461 | Waiting Time 115615 | Burst Time 236 | Arrival Time 20 | Turn Around Time 115851
Process 462 | Waiting Time 115851 | Burst Time 269 | Arrival Time 20 | Turn Around Time 116120
Process 463 | Waiting Time 116120 | Burst Time 278 | Arrival Time 20 | Turn Around Time 116398
Process 464 | Waiting Time 116398 | Burst Time 219 | Arrival Time 20 | Turn Around Time 116617
Process 465 | Waiting Time 116617 | Burst Time 241 | Arrival Time 20 | Turn Around Time 116858
Process 466 | Waiting Time 116858 | Burst Time 296 | Arrival Time 20 | Turn Around Time 117154
Process 467 | Waiting Time 117154 | Burst Time 295 | Arrival Time 20 | Turn Around Time 117449
Process 468 | Waiting Time 117449 | Burst Time 269 | Arrival Time 20 | Turn Around Time 117718
Process 469 | Waiting Time 117718 | Burst Time 296 | Arrival Time 20 | Turn Around Time 118014
Process 470 | Waiting Time 118014 | Burst Time 267 | Arrival Time 20 | Turn Around Time 118281
Process 471 | Waiting Time 118282 | Burst Time 219 | Arrival Time 19 | Turn Around Time 118501
Process 472 | Waiting Time 118501 | Burst Time 241 | Arrival Time 19 | Turn Around Time 118742
Process 473 | Waiting Time 118742 | Burst Time 275 | Arrival Time 19 | Turn Around Time 119017
Process 474 | Waiting Time 119017 | Burst Time 234 | Arrival Time 19 | Turn Around Time 119251
Process 475 | Waiting Time 119251 | Burst Time 264 | Arrival Time 19 | Turn Around Time 119515
Process 476 | Waiting Time 119515 | Burst Time 253 | Arrival Time 19 | Turn Around Time 119768
Process 477 | Waiting Time 119768 | Burst Time 144 | Arrival Time 19 | Turn Around Time 119912
Process 478 | Waiting Time 119912 | Burst Time 286 | Arrival Time 19 | Turn Around Time 120198
Process 479 | Waiting Time 120198 | Burst Time 292 | Arrival Time 19 | Turn Around Time 120490
Process 480 | Waiting Time 120490 | Burst Time 307 | Arrival Time 19 | Turn Around Time 120797
Process 481 | Waiting Time 120797 | Burst Time 339 | Arrival Time 19 | Turn Around Time 121136
Process 482 | Waiting Time 121136 | Burst Time 276 | Arrival Time 19 | Turn Around Time 121412
Process 483 | Waiting Time 121412 | Burst Time 227 | Arrival Time 19 | Turn Around Time 121639
Process 484 | Waiting Time 121639 | Burst Time 300 | Arrival Time 19 | Turn Around Time 121939
Process 485 | Waiting Time 121939 | Burst Time 311 | Arrival Time 19 | Turn Around Time 122250
Process 486 | Waiting Time 122250 | Burst Time 265 | Arrival Time 19 | Turn Around Time 122515
Process 487 | Waiting Time 122515 | Burst Time 300 | Arrival Time 19 | Turn Around Time 122815
Process 488 | Waiting Time 122815 | Burst Time 195 | Arrival Time 19 | Turn Around Time 123010
Process 489 | Waiting Time 123010 | Burst Time 155 | Arrival Time 19 | Turn Around Time 123165
Process 490 | Waiting Time 123165 | Burst Time 188 | Arrival Time 19 | Turn Around Time 123353
Process 491 | Waiting Time 123353 | Burst Time 286 | Arrival Time 19 | Turn Around Time 123639
Process 492 | Waiting Time 123639 | Burst Time 226 | Arrival Time 19 | Turn Around Time 123865
Process 493 | Waiting Time 123865 | Burst Time 175 | Arrival Time 19 | Turn Around Time 124040
Process 494 | Waiting Time 124040 | Burst Time 276 | Arrival Time 19 | Turn Around Time 124316
Process 495 | Waiting Time 124316 | Burst Time 234 | Arrival Time 19 | Turn Around Time 124550
Process 496 | Waiting Time 124550 | Burst Time 259 | Arrival Time 19 | Turn Around Time 124809
Process 497 | Waiting Time 124810 | Burst Time 232 | Arrival Time 18 | Turn Around Time 125042
Process 498 | Waiting Time 125042 | Burst Time 312 | Arrival Time 18 | Turn Around Time 125354
Process 499 | Waiting Time 125354 | Burst Time 291 | Arrival Time 18 | Turn Around Time 125645
Process 500 | Waiting Time 125645 | Burst Time 239 | Arrival Time 18 | Turn Around Time 125884
Process 501 | Waiting Time 125884 | Burst Time 240 | Arrival Time 18 | Turn Around Time 126124
Process 502 | Waiting Time 126124 | Burst Time 347 | Arrival Time 18 | Turn Around Time 126471
Process 503 | Waiting Time 126471 | Burst Time 291 | Arrival Time 18 | Turn Around Time 126762
Process 504 | Waiting Time 126762 | Burst Time 249 | Arrival Time 18 | Turn Around Time 127011
Process 505 | Waiting Time 127011 | Burst Time 331 | Arrival Time 18 | Turn Around Time 127342
Process 506 | Waiting Time 127342 | Burst Time 251 | Arrival Time 18 | Turn Around Time 127593
Process 507 | Waiting Time 127593 | Burst Time 248 | Arrival Time 18 | Turn Around Time 127841
Process 508 | Waiting Time 127841 | Burst Time 215 | Arrival Time 18 | Turn Around Time 128056
Process 509 | Waiting Time 128056 | Burst Time 331 | Arrival Time 18 | Turn Around Time 128387
Process 510 | Waiting Time 128387 | Burst Time 254 | Arrival Time 18 | Turn Around Time 128641
Process 511 | Waiting Time 128641 | Burst Time 268 | Arrival Time 18 | Turn Around Time 128909
Process 512 | Waiting Time 128909 | Burst Time 274 | Arrival Time 18 | Turn Around Time 129183
Process 513 | Waiting Time 129183 | Burst Time 267 | Arrival Time 18 | Turn Around Time 129450
Process 514 | Waiting Time 129450 | Burst Time 323 | Arrival Time 18 | Turn Around Time 129773
Process 515 | Waiting Time 129773 | Burst Time 201 | Arrival Time 18 | Turn Around Time 129974
Process 516 | Waiting Time 129974 | Burst Time 240 | Arrival Time 18 | Turn Around Time 130214
Process 517 | Waiting Time 130214 | Burst Time 199 | Arrival Time 18 | Turn Around Time 130413
Process 518 | Waiting Time 130413 | Burst Time 314 | Arrival Time 18 | Turn Around Time 130727
Process 519 | Waiting Time 130728 | Burst Time 307 | Arrival Time 17 | Turn Around Time 131035
Process 520 | Waiting Time 131035 | Burst Time 276 | Arrival Time 17 | Turn Around Time 131311
Process 521 | Waiting Time 131311 | Burst Time 238 | Arrival Time 17 | Turn Around Time 131549
Process 522 | Waiting Time 131549 | Burst Time 289 | Arrival Time 17 | Turn Around Time 131838
Process 523 | Waiting Time 131838 | Burst Time 221 | Arrival Time 17 | Turn Around Time 132059
Process 524 | Waiting Time 132059 | Burst Time 190 | Arrival Time 17 | Turn Around Time 132249
Process 525 | Waiting Time 132249 | Burst Time 206 | Arrival Time 17 | Turn Around Time 132455
Process 526 | Waiting Time 132455 | Burst Time 279 | Arrival Time 17 | Turn Around Time 132734
Process 527 | Waiting Time 132734 | Burst Time 263 | Arrival Time 17 | Turn Around Time 132997
Process 528 | Waiting Time 132997 | Burst Time 260 | Arrival Time 17 | Turn Around Time 133257
Process 529 | Waiting Time 133257 | Burst Time 202 | Arrival Time 17 | Turn Around Time 133459
Process 530 | Waiting Time 133459 | Burst Time 152 | Arrival Time 17 | Turn Around Time 133611
Process 531 | Waiting Time 133611 | Burst Time 226 | Arrival Time 17 | Turn Around Time 133837
Process 532 | Waiting Time 133837 | Burst Time 229 | Arrival Time 17 | Turn Around Time 134066
Process 533 | Waiting Time 134066 | Burst Time 356 | Arrival Time 17 | Turn Around Time 134422
Process 534 | Waiting Time 134422 | Burst Time 283 | Arrival Time 17 | Turn Around Time 134705
Process 535 | Waiting Time 134705 | Burst Time 204 | Arrival Time 17 | Turn Around Time 134909
Process 536 | Waiting Time 134909 | Burst Time 218 | Arrival Time 17 | Turn Around Time 135127
Process 537 | Waiting Time 135127 | Burst Time 240 | Arrival Time 17 | Turn Around Time 135367
Process 538 | Waiting Time 135367 | Burst Time 259 | Arrival Time 17 | Turn Around Time 135626
Process 539 | Waiting Time 135626 | Burst Time 160 | Arrival Time 17 | Turn Around Time 135786
Process 540 | Waiting Time 135786 | Burst Time 228 | Arrival Time 17 | Turn Around Time 136014
Process 541 | Waiting Time 136014 | Burst Time 315 | Arrival Time 17 | Turn Around Time 136329
Process 542 | Waiting Time 136329 | Burst Time 342 | Arrival Time 17 | Turn Around Time 136671
Process 543 | Waiting Time 136671 | Burst Time 224 | Arrival Time 17 | Turn Around Time 136895
Process 544 | Waiting Time 136895 | Burst Time 219 | Arrival Time 17 | Turn Around Time 137114
Process 545 | Waiting Time 137114 | Burst Time 252 | Arrival Time 17 | Turn Around Time 137366
Process 546 | Waiting Time 137366 | Burst Time 233 | Arrival Time 17 | Turn Around Time 137599
Process 547 | Waiting Time 137599 | Burst Time 265 | Arrival Time 17 | Turn Around Time 137864
Process 548 | Waiting Time 137864 | Burst Time 324 | Arrival Time 17 | Turn Around Time 138188
Process 549 | Waiting Time 138188 | Burst Time 265 | Arrival Time 17 | Turn Around Time 138453
Process 550 | Waiting Time 138453 | Burst Time 248 | Arrival Time 17 | Turn Around Time 138701
Process 551 | Waiting Time 138701 | Burst Time 258 | Arrival Time 17 | Turn Around Time 138959
Process 552 | Waiting Time 138959 | Burst Time 288 | Arrival Time 17 | Turn Around Time 139247
Process 553 | Waiting Time 139247 | Burst Time 287 | Arrival Time 17 | Turn Around Time 139534
Process 554 | Waiting Time 139534 | Burst Time 197 | Arrival Time 17 | Turn Around Time 139731
Process 555 | Waiting Time 139731 | Burst Time 279 | Arrival Time 17 | Turn Around Time 140010
Process 556 | Waiting Time 140011 | Burst Time 215 | Arrival Time 16 | Turn Around Time 140226
Process 557 | Waiting Time 140226 | Burst Time 215 | Arrival Time 16 | Turn Around Time 140441
Process 558 | Waiting Time 140441 | Burst Time 252 | Arrival Time 16 | Turn Around Time 140693
Process 559 | Waiting Time 140693 | Burst Time 244 | Arrival Time 16 | Turn Around Time 140937
Process 560 | Waiting Time 140937 | Burst Time 301 | Arrival Time 16 | Turn Around Time 141238
Process 561 | Waiting Time 141238 | Burst Time 282 | Arrival Time 16 | Turn Around Time 141520
Process 562 | Waiting Time 141520 | Burst Time 244 | Arrival Time 16 | Turn Around Time 141764
Process 563 | Waiting Time 141764 | Burst Time 279 | Arrival Time 16 | Turn Around Time 142043
Process 564 | Waiting Time 142043 | Burst Time 156 | Arrival Time 16 | Turn Around Time 142199
Process 565 | Waiting Time 142199 | Burst Time 161 | Arrival Time 16 | Turn Around Time 142360
Process 566 | Waiting Time 142360 | Burst Time 145 | Arrival Time 16 | Turn Around Time 142505
Process 567 | Waiting Time 142505 | Burst Time 207 | Arrival Time 16 | Turn Around Time 142712
Process 568 | Waiting Time 142712 | Burst Time 343 | Arrival Time 16 | Turn Around Time 143055
Process 569 | Waiting Time 143055 | Burst Time 202 | Arrival Time 16 | Turn Around Time 143257
Process 570 | Waiting Time 143257 | Burst Time 204 | Arrival Time 16 | Turn Around Time 143461
Process 571 | Waiting Time 143461 | Burst Time 303 | Arrival Time 16 | Turn Around Time 143764
Process 572 | Waiting Time 143764 | Burst Time 291 | Arrival Time 16 | Turn Around Time 144055
Process 573 | Waiting Time 144055 | Burst Time 183 | Arrival Time 16 | Turn Around Time 144238
Process 574 | Waiting Time 144238 | Burst Time 284 | Arrival Time 16 | Turn Around Time 144522
Process 575 | Waiting Time 144522 | Burst Time 256 | Arrival Time 16 | Turn Around Time 144778
Process 576 | Waiting Time 144778 | Burst Time 255 | Arrival Time 16 | Turn Around Time 145033
Process 577 | Waiting Time 145033 | Burst Time 264 | Arrival Time 16 | Turn Around Time 145297
Process 578 | Waiting Time 145297 | Burst Time 186 | Arrival Time 16 | Turn Around Time 145483
Process 579 | Waiting Time 145483 | Burst Time 286 | Arrival Time 16 | Turn Around Time 145769
Process 580 | Waiting Time 145769 | Burst Time 250 | Arrival Time 16 | Turn Around Time 146019
Process 581 | Waiting Time 146019 | Burst Time 249 | Arrival Time 16 | Turn Around Time 146268
Process 582 | Waiting Time 146268 | Burst Time 267 | Arrival Time 16 | Turn Around Time 146535
Process 583 | Waiting Time 146535 | Burst Time 242 | Arrival Time 16 | Turn Around Time 146777
Process 584 | Waiting Time 146777 | Burst Time 332 | Arrival Time 16 | Turn Around Time 147109
Process 585 | Waiting Time 147109 | Burst Time 172 | Arrival Time 16 | Turn Around Time 147281
Process 586 | Waiting Time 147281 | Burst Time 201 | Arrival Time 16 | Turn Around Time 147482
Process 587 | Waiting Time 147482 | Burst Time 260 | Arrival Time 16 | Turn Around Time 147742
