# seed=(1, 2) mean=(250, 20) standard_deviation=(50, 15) number_of_processes=500
------------------------------------------------------------
Average waiting time : 62689.144
Average turn around time : 62941.332
------------------------------------------------------------
Process 0 | Waiting Time 0 | Burst Time 359 | Arrival Time 81 | Turn Around Time 359
Process 293 | Waiting Time 74004 | Burst Time 279 | Arrival Time 16 | Turn Around Time 74283
Process 294 | Waiting Time 74283 | Burst Time 156 | Arrival Time 16 | Turn Around Time 74439
Process 295 | Waiting Time 74439 | Burst Time 161 | Arrival Time 16 | Turn Around Time 74600
Process 296 | Waiting Time 74600 | Burst Time 145 | Arrival Time 16 | Turn Around Time 74745
Process 297 | Waiting Time 74745 | Burst Time 207 | Arrival Time 16 | Turn Around Time 74952
Process 298 | Waiting Time 74952 | Burst Time 343 | Arrival Time 16 | Turn Around Time 75295
Process 299 | Waiting Time 75296 | Burst Time 215 | Arrival Time 15 | Turn Around Time 75511
Process 300 | Waiting Time 75511 | Burst Time 240 | Arrival Time 15 | Turn Around Time 75751
Process 301 | Waiting Time 75751 | Burst Time 284 | Arrival Time 15 | Turn Around Time 76035
Process 302 | Waiting Time 76035 | Burst Time 195 | Arrival Time 15 | Turn Around Time 76230
Process 303 | Waiting Time 76230 | Burst Time 181 | Arrival Time 15 | Turn Around Time 76411
Process 304 | Waiting Time 76411 | Burst Time 267 | Arrival Time 15 | Turn Around Time 76678
Process 305 | Waiting Time 76678 | Burst Time 313 | Arrival Time 15 | Turn Around Time 76991
Process 306 | Waiting Time 76991 | Burst Time 244 | Arrival Time 15 | Turn Around Time 77235
Process 307 | Waiting Time 77235 | Burst Time 235 | Arrival Time 15 | Turn Around Time 77470
Process 308 | Waiting Time 77470 | Burst Time 302 | Arrival Time 15 | Turn Around Time 77772
Process 309 | Waiting Time 77772 | Burst Time 305 | Arrival Time 15 | Turn Around Time 78077
Process 310 | Waiting Time 78077 | Burst Time 330 | Arrival Time 15 | Turn Around Time 78407
Process 311 | Waiting Time 78407 | Burst Time 180 | Arrival Time 15 | Turn Around Time 78587
Process 312 | Waiting Time 78587 | Burst Time 232 | Arrival Time 15 | Turn Around Time 78819
Process 313 | Waiting Time 78819 | Burst Time 268 | Arrival Time 15 | Turn Around Time 79087
Process 314 | Waiting Time 79087 | Burst Time 241 | Arrival Time 15 | Turn Around Time 79328
Process 315 | Waiting Time 79328 | Burst Time 212 | Arrival Time 15 | Turn Around Time 79540
Process 316 | Waiting Time 79540 | Burst Time 250 | Arrival Time 15 | Turn Around Time 79790
Process 317 | Waiting Time 79791 | Burst Time 295 | Arrival Time 14 | Turn Around Time 80086
Process 318 | Waiting Time 80086 | Burst Time 218 | Arrival Time 14 | Turn Around Time 80304
Process 319 | Waiting Time 80304 | Burst Time 232 | Arrival Time 14 | Turn Around Time 80536
Process 320 | Waiting Time 80536 | Burst Time 192 | Arrival Time 14 | Turn Around Time 80728
Process 321 | Waiting Time 80728 | Burst Time 258 | Arrival Time 14 | Turn Around Time 80986
Process 322 | Waiting Time 80986 | Burst Time 252 | Arrival Time 14 | Turn Around Time 81238
Process 323 | Waiting Time 81238 | Burst Time 262 | Arrival Time 14 | Turn Around Time 81500
Process 324 | Waiting Time 81500 | Burst Time 184 | Arrival Time 14 | Turn Around Time 81684
Process 325 | Waiting Time 81684 | Burst Time 206 | Arrival Time 14 | Turn Around Time 81890
Process 326 | Waiting Time 81890 | Burst Time 319 | Arrival Time 14 | Turn Around Time 82209
Process 327 | Waiting Time 82209 | Burst Time 279 | Arrival Time 14 | Turn Around Time 82488
Process 328 | Waiting Time 82488 | Burst Time 243 | Arrival Time 14 | Turn Around Time 82731
Process 329 | Waiting Time 82731 | Burst Time 219 | Arrival Time 14 | Turn Around Time 82950
Process 330 | Waiting Time 82950 | Burst Time 230 | Arrival Time 14 | Turn Around Time 83180
Process 331 | Waiting Time 83181 | Burst Time 331 | Arrival Time 13 | Turn Around Time 83512
Process 332 | Waiting Time 83512 | Burst Time 212 | Arrival Time 13 | Turn Around Time 83724
Process 333 | Waiting Time 83724 | Burst Time 259 | Arrival Time 13 | Turn Around Time 83983
Process 334 | Waiting Time 83983 | Burst Time 256 | Arrival Time 13 | Turn Around Time 84239
Process 335 | Waiting Time 84239 | Burst Time 280 | Arrival Time 13 | Turn Around Time 84519
Process 336 | Waiting Time 84519 | Burst Time 193 | Arrival Time 13 | Turn Around Time 84712
Process 337 | Waiting Time 84712 | Burst Time 275 | Arrival Time 13 | Turn Around Time 84987
Process 338 | Waiting Time 84987 | Burst Time 291 | Arrival Time 13 | Turn Around Time 85278
Process 339 | Waiting Time 85278 | Burst Time 188 | Arrival Time 13 | Turn Around Time 85466
Process 340 | Waiting Time 85466 | Burst Time 229 | Arrival Time 13 | Turn Around Time 85695
Process 341 | Waiting Time 85695 | Burst Time 210 | Arrival Time 13 | Turn Around Time 85905
Process 342 | Waiting Time 85905 | Burst Time 311 | Arrival Time 13 | Turn Around Time 86216
Process 343 | Waiting Time 86216 | Burst Time 352 | Arrival Time 13 | Turn Around Time 86568
Process 344 | Waiting Time 86568 | Burst Time 179 | Arrival Time 13 | Turn Around Time 86747
Process 345 | Waiting Time 86747 | Burst Time 335 | Arrival Time 13 | Turn Around Time 87082
Process 346 | Waiting Time 87083 | Burst Time 223 | Arrival Time 12 | Turn Around Time 87306
Process 347 | Waiting Time 87306 | Burst Time 184 | Arrival Time 12 | Turn Around Time 87490
Process 348 | Waiting Time 87490 | Burst Time 219 | Arrival Time 12 | Turn Around Time 87709
Process 349 | Waiting Time 87709 | Burst Time 262 | Arrival Time 12 | Turn Around Time 87971
Process 350 | Waiting Time 87971 | Burst Time 256 | Arrival Time 12 | Turn Around Time 88227
Process 351 | Waiting Time 88227 | Burst Time 289 | Arrival Time 12 | Turn Around Time 88516
Process 352 | Waiting Time 88516 | Burst Time 305 | Arrival Time 12 | Turn Around Time 88821
Process 353 | Waiting Time 88821 | Burst Time 305 | Arrival Time 12 | Turn Around Time 89126
Process 354 | Waiting Time 89126 | Burst Time 305 | Arrival Time 12 | Turn Around Time 89431
Process 355 | Waiting Time 89432 | Burst Time 195 | Arrival Time 11 | Turn Around Time 89627
Process 356 | Waiting Time 89627 | Burst Time 251 | Arrival Time 11 | Turn Around Time 89878
Process 357 | Waiting Time 89878 | Burst Time 265 | Arrival Time 11 | Turn Around Time 90143
Process 358 | Waiting Time 90143 | Burst Time 207 | Arrival Time 11 | Turn Around Time 90350
Process 359 | Waiting Time 90350 | Burst Time 287 | Arrival Time 11 | Turn Around Time 90637
Process 360 | Waiting Time 90637 | Burst Time 359 | Arrival Time 11 | Turn Around Time 90996
Process 361 | Waiting Time 90996 | Burst Time 284 | Arrival Time 11 | Turn Around Time 91280
Process 362 | Waiting Time 91280 | Burst Time 281 | Arrival Time 11 | Turn Around Time 91561
Process 363 | Waiting Time 91561 | Burst Time 245 | Arrival Time 11 | Turn Around Time 91806
Process 364 | Waiting Time 91806 | Burst Time 267 | Arrival Time 11 | Turn Around Time 92073
Process 365 | Waiting Time 92073 | Burst Time 254 | Arrival Time 11 | Turn Around Time 92327
Process 366 | Waiting Time 92327 | Burst Time 226 | Arrival Time 11 | Turn Around Time 92553
Process 367 | Waiting Time 92553 | Burst Time 233 | Arrival Time 11 | Turn Around Time 92786
Process 368 | Waiting Time 92786 | Burst Time 269 | Arrival Time 11 | Turn Around Time 93055
Process 369 | Waiting Time 93055 | Burst Time 244 | Arrival Time 11 | Turn Around Time 93299
Process 370 | Waiting Time 93300 | Burst Time 243 | Arrival Time 10 | Turn Around Time 93543
Process 371 | Waiting Time 93543 | Burst Time 291 | Arrival Time 10 | Turn Around Time 93834
Process 372 | Waiting Time 93834 | Burst Time 274 | Arrival Time 10 | Turn Around Time 94108
Process 373 | Waiting Time 94108 | Burst Time 177 | Arrival Time 10 | Turn Around Time 94285
Process 374 | Waiting Time 94285 | Burst Time 288 | Arrival Time 10 | Turn Around Time 94573
Process 375 | Waiting Time 94573 | Burst Time 339 | Arrival Time 10 | Turn Around Time 94912
Process 376 | Waiting Time 94912 | Burst Time 234 | Arrival Time 10 | Turn Around Time 95146
Process 377 | Waiting Time 95146 | Burst Time 280 | Arrival Time 10 | Turn Around Time 95426
Process 378 | Waiting Time 95426 | Burst Time 294 | Arrival Time 10 | Turn Around Time 95720
Process 379 | Waiting Time 95720 | Burst Time 206 | Arrival Time 10 | Turn Around Time 95926
Process 380 | Waiting Time 95926 | Burst Time 254 | Arrival Time 10 | Turn Around Time 96180
Process 381 | Waiting Time 96180 | Burst Time 220 | Arrival Time 10 | Turn Around Time 96400
Process 382 | Waiting Time 96400 | Burst Time 238 | Arrival Time 10 | Turn Around Time 96638
Process 383 | Waiting Time 96638 | Burst Time 300 | Arrival Time 10 | Turn Around Time 96938
Process 384 | Waiting Time 96938 | Burst Time 208 | Arrival Time 10 | Turn Around Time 97146
Process 385 | Waiting Time 97146 | Burst Time 232 | Arrival Time 10 | Turn Around Time 97378
Process 386 | Waiting Time 97379 | Burst Time 306 | Arrival Time 9 | Turn Around Time 97685
Process 387 | Waiting Time 97685 | Burst Time 236 | Arrival Time 9 | Turn Around Time 97921
Process 388 | Waiting Time 97921 | Burst Time 248 | Arrival Time 9 | Turn Around Time 98169
Process 389 | Waiting Time 98169 | Burst Time 295 | Arrival Time 9 | Turn Around Time 98464
Process 390 | Waiting Time 98464 | Burst Time 305 | Arrival Time 9 | Turn Around Time 98769
Process 391 | Waiting Time 98769 | Burst Time 188 | Arrival Time 9 | Turn Around Time 98957
Process 392 | Waiting Time 98957 | Burst Time 327 | Arrival Time 9 | Turn Around Time 99284
Process 393 | Waiting Time 99284 | Burst Time 247 | Arrival Time 9 | Turn Around Time 99531
Process 394 | Waiting Time 99531 | Burst Time 205 | Arrival Time 9 | Turn Around Time 99736
Process 395 | Waiting Time 99736 | Burst Time 247 | Arrival Time 9 | Turn Around Time 99983
Process 396 | Waiting Time 99983 | Burst Time 246 | Arrival Time 9 | Turn Around Time 100229
Process 397 | Waiting Time 100230 | Burst Time 252 | Arrival Time 8 | Turn Around Time 100482
Process 398 | Waiting Time 100482 | Burst Time 212 | Arrival Time 8 | Turn Around Time 100694
Process 399 | Waiting Time 100694 | Burst Time 250 | Arrival Time 8 | Turn Around Time 100944
Process 400 | Waiting Time 100944 | Burst Time 208 | Arrival Time 8 | Turn Around Time 101152
Process 401 | Waiting Time 101152 | Burst Time 152 | Arrival Time 8 | Turn Around Time 101304
Process 402 | Waiting Time 101304 | Burst Time 309 | Arrival Time 8 | Turn Around Time 101613
Process 403 | Waiting Time 101613 | Burst Time 244 | Arrival Time 8 | Turn Around Time 101857
Process 404 | Waiting Time 101858 | Burst Time 134 | Arrival Time 7 | Turn Around Time 101992
Process 405 | Waiting Time 101992 | Burst Time 261 | Arrival Time 7 | Turn Around Time 102253
Process 406 | Waiting Time 102253 | Burst Time 256 | Arrival Time 7 | Turn Around Time 102509
Process 407 | Waiting Time 102509 | Burst Time 294 | Arrival Time 7 | Turn Around Time 102803
Process 408 | Waiting Time 102803 | Burst Time 233 | Arrival Time 7 | Turn Around Time 103036
Process 409 | Waiting Time 103036 | Burst Time 256 | Arrival Time 7 | Turn Around Time 103292
Process 410 | Waiting Time 103292 | Burst Time 255 | Arrival Time 7 | Turn Around Time 103547
Process 411 | Waiting Time 103547 | Burst Time 289 | Arrival Time 7 | Turn Around Time 103836
Process 412 | Waiting Time 103836 | Burst Time 231 | Arrival Time 7 | Turn Around Time 104067
Process 413 | Waiting Time 104067 | Burst Time 401 | Arrival Time 7 | Turn Around Time 104468
Process 414 | Waiting Time 104468 | Burst Time 306 | Arrival Time 7 | Turn Around Time 104774
Process 415 | Waiting Time 104774 | Burst Time 142 | Arrival Time 7 | Turn Around Time 104916
Process 416 | Waiting Time 104916 | Burst Time 288 | Arrival Time 7 | Turn Around Time 105204
Process 417 | Waiting Time 105205 | Burst Time 293 | Arrival Time 6 | Turn Around Time 105498
Process 418 | Waiting Time 105498 | Burst Time 237 | Arrival Time 6 | Turn Around Time 105735
Process 419 | Waiting Time 105735 | Burst Time 194 | Arrival Time 6 | Turn Around Time 105929
Process 420 | Waiting Time 105929 | Burst Time 271 | Arrival Time 6 | Turn Around Time 106200
Process 421 | Waiting Time 106200 | Burst Time 292 | Arrival Time 6 | Turn Around Time 106492
Process 422 | Waiting Time 106492 | Burst Time 169 | Arrival Time 6 | Turn Around Time 106661
Process 423 | Waiting Time 106661 | Burst Time 293 | Arrival Time 6 | Turn Around Time 106954
Process 424 | Waiting Time 106954 | Burst Time 238 | Arrival Time 6 | Turn Around Time 107192
Process 425 | Waiting Time 107192 | Burst Time 184 | Arrival Time 6 | Turn Around Time 107376
Process 426 | Waiting Time 107376 | Burst Time 229 | Arrival Time 6 | Turn Around Time 107605
Process 427 | Waiting Time 107606 | Burst Time 275 | Arrival Time 5 | Turn Around Time 107881
Process 428 | Waiting Time 107881 | Burst Time 266 | Arrival Time 5 | Turn Around Time 108147
Process 429 | Waiting Time 108147 | Burst Time 166 | Arrival Time 5 | Turn Around Time 108313
Process 430 | Waiting Time 108313 | Burst Time 263 | Arrival Time 5 | Turn Around Time 108576
Process 431 | Waiting Time 108576 | Burst Time 291 | Arrival Time 5 | Turn Around Time 108867
Process 432 | Waiting Time 108867 | Burst Time 247 | Arrival Time 5 | Turn Around Time 109114
Process 433 | Waiting Time 109114 | Burst Time 191 | Arrival Time 5 | Turn Around Time 109305
Process 434 | Waiting Time 109305 | Burst Time 286 | Arrival Time 5 | Turn Around Time 109591
Process 435 | Waiting Time 109591 | Burst Time 194 | Arrival Time 5 | Turn Around Time 109785
Process 436 | Waiting Time 109785 | Burst Time 211 | Arrival Time 5 | Turn Around Time 109996
Process 437 | Waiting Time 109997 | Burst Time 265 | Arrival Time 4 | Turn Around Time 110262
Process 438 | Waiting Time 110262 | Burst Time 248 | Arrival Time 4 | Turn Around Time 110510
Process 439 | Waiting Time 110510 | Burst Time 188 | Arrival Time 4 | Turn Around Time 110698
Process 440 | Waiting Time 110698 | Burst Time 194 | Arrival Time 4 | Turn Around Time 110892
Process 441 | Waiting Time 110892 | Burst Time 243 | Arrival Time 4 | Turn Around Time 111135
Process 442 | Waiting Time 111135 | Burst Time 310 | Arrival Time 4 | Turn Around Time 111445
Process 443 | Waiting Time 111445 | Burst Time 291 | Arrival Time 4 | Turn Around Time 111736
Process 444 | Waiting Time 111736 | Burst Time 258 | Arrival Time 4 | Turn Around Time 111994
Process 445 | Waiting Time 111994 | Burst Time 265 | Arrival Time 4 | Turn Around Time 112259
Process 446 | Waiting Time 112259 | Burst Time 319 | Arrival Time 4 | Turn Around Time 112578
Process 447 | Waiting Time 112578 | Burst Time 223 | Arrival Time 4 | Turn Around Time 112801
Process 448 | Waiting Time 112801 | Burst Time 330 | Arrival Time 4 | Turn Around Time 113131
Process 449 | Waiting Time 113131 | Burst Time 252 | Arrival Time 4 | Turn Around Time 113383
Process 450 | Waiting Time 113383 | Burst Time 273 | Arrival Time 4 | Turn Around Time 113656
Process 451 | Waiting Time 113656 | Burst Time 272 | Arrival Time 4 | Turn Around Time 113928
Process 452 | Waiting Time 113929 | Burst Time 230 | Arrival Time 3 | Turn Around Time 114159
Process 453 | Waiting Time 114159 | Burst Time 265 | Arrival Time 3 | Turn Around Time 114424
Process 454 | Waiting Time 114424 | Burst Time 270 | Arrival Time 3 | Turn Around Time 114694
Process 455 | Waiting Time 114694 | Burst Time 293 | Arrival Time 3 | Turn Around Time 114987
Process 456 | Waiting Time 114987 | Burst Time 161 | Arrival Time 3 | Turn Around Time 115148
Process 457 | Waiting Time 115148 | Burst Time 287 | Arrival Time 3 | Turn Around Time 115435
Process 458 | Waiting Time 115435 | Burst Time 215 | Arrival Time 3 | Turn Around Time 115650
Process 459 | Waiting Time 115650 | Burst Time 208 | Arrival Time 3 | Turn Around Time 115858
Process 460 | Waiting Time 115858 | Burst Time 203 | Arrival Time 3 | Turn Around Time 116061
Process 461 | Waiting Time 116061 | Burst Time 265 | Arrival Time 3 | Turn Around Time 116326
Process 462 | Waiting Time 116326 | Burst Time 301 | Arrival Time 3 | Turn Around Time 116627
Process 463 | Waiting Time 116627 | Burst Time 300 | Arrival Time 3 | Turn Around Time 116927
Process 464 | Waiting Time 116927 | Burst Time 208 | Arrival Time 3 | Turn Around Time 117135
Process 465 | Waiting Time 117136 | Burst Time 203 | Arrival Time 2 | Turn Around Time 117339
Process 466 | Waiting Time 117339 | Burst Time 270 | Arrival Time 2 | Turn Around Time 117609
Process 467 | Waiting Time 117609 | Burst Time 276 | Arrival Time 2 | Turn Around Time 117885
Process 468 | Waiting Time 117885 | Burst Time 345 | Arrival Time 2 | Turn Around Time 118230
Process 469 | Waiting Time 118230 | Burst Time 229 | Arrival Time 2 | Turn Around Time 118459
Process 470 | Waiting Time 118459 | Burst Time 228 | Arrival Time 2 | Turn Around Time 118687
Process 471 | Waiting Time 118687 | Burst Time 194 | Arrival Time 2 | Turn Around Time 118881
Process 472 | Waiting Time 118881 | Burst Time 270 | Arrival Time 2 | Turn Around Time 119151
Process 473 | Waiting Time 119151 | Burst Time 266 | Arrival Time 2 | Turn Around Time 119417
Process 474 | Waiting Time 119417 | Burst Time 231 | Arrival Time 2 | Turn Around Time 119648
Process 475 | Waiting Time 119648 | Burst Time 220 | Arrival Time 2 | Turn Around Time 119868
Process 476 | Waiting Time 119868 | Burst Time 280 | Arrival Time 2 | Turn Around Time 120148
Process 477 | Waiting Time 120148 | Burst Time 338 | Arrival Time 2 | Turn Around Time 120486
Process 478 | Waiting Time 120486 | Burst Time 281 | Arrival Time 2 | Turn Around Time 120767
Process 479 | Waiting Time 120768 | Burst Time 211 | Arrival Time 1 | Turn Around Time 120979
Process 480 | Waiting Time 120979 | Burst Time 236 | Arrival Time 1 | Turn Around Time 121215
Process 481 | Waiting Time 121215 | Burst Time 325 | Arrival Time 1 | Turn Around Time 121540
Process 482 | Waiting Time 121540 | Burst Time 240 | Arrival Time 1 | Turn Around Time 121780
Process 483 | Waiting Time 121780 | Burst Time 224 | Arrival Time 1 | Turn Around Time 122004
Process 484 | Waiting Time 122004 | Burst Time 235 | Arrival Time 1 | Turn Around Time 122239
Process 485 | Waiting Time 122239 | Burst Time 278 | Arrival Time 1 | Turn Around Time 122517
Process 486 | Waiting Time 122517 | Burst Time 282 | Arrival Time 1 | Turn Around Time 122799
Process 487 | Waiting Time 122799 | Burst Time 213 | Arrival Time 1 | Turn Around Time 123012
Process 488 | Waiting Time 123012 | Burst Time 206 | Arrival Time 1 | Turn Around Time 123218
Process 489 | Waiting Time 123218 | Burst Time 257 | Arrival Time 1 | Turn Around Time 123475
Process 490 | Waiting Time 123475 | Burst Time 296 | Arrival Time 1 | Turn Around Time 123771
Process 491 | Waiting Time 123771 | Burst Time 199 | Arrival Time 1 | Turn Around Time 123970
Process 492 | Waiting Time 123971 | Burst Time 255 | Arrival Time 0 | Turn Around Time 124226
Process 493 | Waiting Time 124226 | Burst Time 220 | Arrival Time 0 | Turn Around Time 124446
Process 494 | Waiting Time 124446 | Burst Time 372 | Arrival Time 0 | Turn Around Time 124818
Process 495 | Waiting Time 124818 | Burst Time 225 | Arrival Time 0 | Turn Around Time 125043
Process 496 | Waiting Time 125043 | Burst Time 227 | Arrival Time 0 | Turn Around Time 125270
Process 497 | Waiting Time 125270 | Burst Time 280 | Arrival Time 0 | Turn Around Time 125550
Process 498 | Waiting Time 125550 | Burst Time 323 | Arrival Time 0 | Turn Around Time 125873
Process 499 | Waiting Time 125873 | Burst Time 302 | Arrival Time 0 | Turn Around Time 126175
