# seed = 1 mean = 50 standard_deviation = 10 number_of_pages = 1000
Capacity of LRU = 5
------------------------------------------------------------
Page Faults = 854
Page Hits = 146
------------------------------------------------------------
[66] <-- Page - 66 | Page Fault Here
[66, 43] <-- Page - 43 | Page Fault Here
[66, 43, 44] <-- Page - 44 | Page Fault Here
[66, 43, 44, 39] <-- Page - 39 | Page Fault Here
[46, 52, 47, 54, 50] <-- Page - 50 | Page Fault Here
[52, 47, 54, 50, 60] <-- Page - 60 | Page Fault Here
[47, 54, 50, 60, 32] <-- Page - 32 | Page Fault Here
[54, 50, 60, 32, 66] <-- Page - 66 | Page Fault Here
[50, 60, 32, 66, 64] <-- Page - 64 | Page Fault Here
[60, 32, 66, 64, 50] <-- Page - 50
[32, 66, 64, 50, 56] <-- Page - 56 | Page Fault Here
[32, 66, 64, 50, 56] <-- Page - 56
[66, 64, 50, 56, 42] <-- Page - 42 | Page Fault Here
[64, 50, 56, 42, 51] <-- Page - 51 | Page Fault Here
[50, 56, 42, 51, 57] <-- Page - 57 | Page Fault Here
[56, 42, 51, 57, 53] <-- Page - 53 | Page Fault Here
[42, 51, 57, 53, 60] <-- Page - 60 | Page Fault Here
[51, 57, 53, 60, 50] <-- Page - 50 | Page Fault Here
[51, 57, 53, 60, 50] <-- Page - 50
[57, 53, 60, 50, 42] <-- Page - 42 | Page Fault Here
[53, 60, 50, 42, 46] <-- Page - 46 | Page Fault Here
[60, 50, 42, 46, 45] <-- Page - 45 | Page Fault Here
[50, 42, 46, 45, 67] <-- Page - 67 | Page Fault Here
[42, 46, 45, 67, 52] <-- Page - 52 | Page Fault Here
[46, 45, 67, 52, 40] <-- Page - 40 | Page Fault Here
[45, 67, 52, 40, 53] <-- Page - 53 | Page Fault Here
[67, 52, 40, 53, 48] <-- Page - 48 | Page Fault Here
[52, 40, 53, 48, 19] <-- Page - 19 | Page Fault Here
[40, 53, 48, 19, 54] <-- Page - 54 | Page Fault Here
[53, 48, 19, 54, 34] <-- Page - 34 | Page Fault Here
[48, 19, 54, 34, 55] <-- Page - 55 | Page Fault Here
[19, 54, 34, 55, 40] <-- Page - 40 | Page Fault Here
[54, 34, 55, 40, 35] <-- Page - 35 | Page Fault Here
[34, 55, 40, 35, 54] <-- Page - 54
[34, 55, 40, 54, 35] <-- Page - 35
[55, 40, 54, 35, 45] <-- Page - 45 | Page Fault Here
[40, 54, 35, 45, 52] <-- Page - 52 | Page Fault Here
[54, 35, 45, 52, 56] <-- Page - 56 | Page Fault Here
[35, 45, 52, 56, 57] <-- Page - 57 | Page Fault Here
[45, 52, 56, 57, 49] <-- Page - 49 | Page Fault Here
[52, 56, 57, 49, 41] <-- Page - 41 | Page Fault Here
[56, 57, 49, 41, 69] <-- Page - 69 | Page Fault Here
[57, 49, 41, 69, 43] <-- Page - 43 | Page Fault Here
[49, 41, 69, 43, 68] <-- Page - 68 | Page Fault Here
[41, 69, 43, 68, 45] <-- Page - 45 | Page Fault Here
[69, 43, 68, 45, 61] <-- Page - 61 | Page Fault Here
[43, 68, 45, 61, 60] <-- Page - 60 | Page Fault Here
[68, 45, 61, 60, 39] <-- Page - 39 | Page Fault Here
[45, 61, 60, 39, 53] <-- Page - 53 | Page Fault Here
[61, 60, 39, 53, 57] <-- Page - 57 | Page Fault Here
[61, 60, 39, 53, 57] <-- Page - 57
[60, 39, 53, 57, 48] <-- Page - 48 | Page Fault Here
[60, 39, 57, 48, 53] <-- Page - 53
[39, 57, 48, 53, 46] <-- Page - 46 | Page Fault Here
[57, 48, 53, 46, 38] <-- Page - 38 | Page Fault Here
[48, 53, 46, 38, 59] <-- Page - 59 | Page Fault Here
[53, 46, 38, 59, 44] <-- Page - 44 | Page Fault Here
[46, 38, 59, 44, 63] <-- Page - 63 | Page Fault Here
[38, 59, 44, 63, 56] <-- Page - 56 | Page Fault Here
[59, 44, 63, 56, 41] <-- Page - 41 | Page Fault Here
[44, 63, 56, 41, 48] <-- Page - 48 | Page Fault Here
[63, 56, 41, 48, 47] <-- Page - 47 | Page Fault Here
[63, 56, 48, 47, 41] <-- Page - 41
[56, 48, 47, 41, 55] <-- Page - 55 | Page Fault Here
[48, 47, 41, 55, 45] <-- Page - 45 | Page Fault Here
[47, 41, 55, 45, 66] <-- Page - 66 | Page Fault Here
[41, 55, 45, 66, 58] <-- Page - 58 | Page Fault Here
[55, 45, 66, 58, 41] <-- Page - 41
[45, 66, 58, 41, 49] <-- Page - 49 | Page Fault Here
[66, 58, 41, 49, 47] <-- Page - 47 | Page Fault Here
[58, 41, 49, 47, 34] <-- Page - 34 | Page Fault Here
[41, 49, 47, 34, 59] <-- Page - 59 | Page Fault Here
[41, 49, 47, 34, 59] <-- Page - 59
[41, 49, 47, 34, 59] <-- Page - 59
[49, 47, 34, 59, 45] <-- Page - 45 | Page Fault Here
[47, 34, 59, 45, 60] <-- Page - 60 | Page Fault Here
[34, 59, 45, 60, 47] <-- Page - 47
[34, 45, 60, 47, 59] <-- Page - 59
[45, 60, 47, 59, 68] <-- Page - 68 | Page Fault Here
[60, 47, 59, 68, 51] <-- Page - 51 | Page Fault Here
[47, 59, 68, 51, 35] <-- Page - 35 | Page Fault Here
[59, 68, 51, 35, 46] <-- Page - 46 | Page Fault Here
[68, 51, 35, 46, 56] <-- Page - 56 | Page Fault Here
[51, 35, 46, 56, 62] <-- Page - 62 | Page Fault Here
[35, 46, 56, 62, 38] <-- Page - 38 | Page Fault Here
[46, 56, 62, 38, 48] <-- Page - 48 | Page Fault Here
[56, 62, 38, 48, 52] <-- Page - 52 | Page Fault Here
[62, 38, 48, 52, 54] <-- Page - 54 | Page Fault Here
[38, 48, 52, 54, 59] <-- Page - 59 | Page Fault Here
[48, 52, 54, 59, 40] <-- Page - 40 | Page Fault Here
[52, 54, 59, 40, 45] <-- Page - 45 | Page Fault Here
[54, 59, 40, 45, 60] <-- Page - 60 | Page Fault Here
[59, 40, 45, 60, 53] <-- Page - 53 | Page Fault Here
[40, 45, 60, 53, 54] <-- Page - 54 | Page Fault Here
[45, 60, 53, 54, 61] <-- Page - 61 | Page Fault Here
[60, 53, 54, 61, 51] <-- Page - 51 | Page Fault Here
[53, 54, 61, 51, 55] <-- Page - 55 | Page Fault Here
[54, 61, 51, 55, 46] <-- Page - 46 | Page Fault Here
[61, 51, 55, 46, 36] <-- Page - 36 | Page Fault Here
[51, 55, 46, 36, 37] <-- Page - 37 | Page Fault Here
[55, 46, 36, 37, 50] <-- Page - 50 | Page Fault Here
[46, 36, 37, 50, 48] <-- Page - 48 | Page Fault Here
[36, 37, 50, 48, 43] <-- Page - 43 | Page Fault Here
[37, 50, 48, 43, 53] <-- Page - 53 | Page Fault Here
[50, 48, 43, 53, 41] <-- Page - 41 | Page Fault Here
[48, 43, 53, 41, 51] <-- Page - 51 | Page Fault Here
[43, 53, 41, 51, 49] <-- Page - 49 | Page Fault Here
[43, 53, 51, 49, 41] <-- Page - 41
[53, 51, 49, 41, 27] <-- Page - 27 | Page Fault Here
[51, 49, 41, 27, 64] <-- Page - 64 | Page Fault Here
[49, 41, 27, 64, 53] <-- Page - 53 | Page Fault Here
[41, 27, 64, 53, 23] <-- Page - 23 | Page Fault Here
[27, 64, 53, 23, 45] <-- Page - 45 | Page Fault Here
[27, 64, 23, 45, 53] <-- Page - 53
[64, 23, 45, 53, 47] <-- Page - 47 | Page Fault Here
[23, 45, 53, 47, 55] <-- Page - 55 | Page Fault Here
[45, 53, 47, 55, 40] <-- Page - 40 | Page Fault Here
[53, 47, 55, 40, 51] <-- Page - 51 | Page Fault Here
[47, 55, 40, 51, 49] <-- Page - 49 | Page Fault Here
[55, 40, 51, 49, 48] <-- Page - 48 | Page Fault Here
[40, 51, 49, 48, 47] <-- Page - 47 | Page Fault Here
[40, 49, 48, 47, 51] <-- Page - 51
[49, 48, 47, 51, 59] <-- Page - 59 | Page Fault Here
[48, 47, 51, 59, 44] <-- Page - 44 | Page Fault Here
[47, 51, 59, 44, 45] <-- Page - 45 | Page Fault Here
[47, 59, 44, 45, 51] <-- Page - 51
[59, 44, 45, 51, 48] <-- Page - 48 | Page Fault Here
[44, 45, 51, 48, 53] <-- Page - 53 | Page Fault Here
[45, 51, 48, 53, 57] <-- Page - 57 | Page Fault Here
[51, 48, 53, 57, 62] <-- Page - 62 | Page Fault Here
[51, 53, 57, 62, 48] <-- Page - 48
[53, 57, 62, 48, 27] <-- Page - 27 | Page Fault Here
[57, 62, 48, 27, 49] <-- Page - 49 | Page Fault Here
[62, 48, 27, 49, 53] <-- Page - 53 | Page Fault Here
[62, 27, 49, 53, 48] <-- Page - 48
------------------------------------------------------------
